h,u,v
569,14.593088192306643,-7.01412666458355
575,14.119312864145497,-6.662881658909989
581,14.77102328815828,-6.845967153088176
586,13.948855231969693,-6.154969076830562
591,14.196353187285078,-6.235798998986602
596,14.263346182577015,-5.936402954639881
600,14.837480942978004,-5.75663356586916
605,14.429282681257067,-5.644238144745006
608,15.093936422648722,-5.533377012634347
613,14.853556223057533,-5.358710140204208
617,15.853425957894428,-5.48956199654477
621,15.0827675283054,-5.637563738609171
626,15.6431962921398,-5.336860953008018
631,15.040301953643032,-5.0957922859238485
636,14.582799445454606,-5.075823873342779
642,15.330264017013628,-4.991819954947263
648,14.830104908578065,-5.0665100033182755
655,15.4457661232829,-4.994715636236415
662,15.112544014533512,-4.9919550574888945
669,14.724618721602086,-4.773236537350774
676,14.734878742196681,-4.976144349964485
682,15.331307574623098,-4.782741206948714
687,14.781242149756045,-4.720549674129124
692,15.78008353216745,-5.3540484225164215
698,14.754330962087602,-4.68242123005198
704,16.022467474095265,-5.515842603822569
709,16.232006347496792,-5.011084055376471
714,15.294400347985409,-4.683213342387579
719,15.439646461107557,-5.180387495875452
724,16.211000337379076,-5.016787164987327
730,15.337484977071961,-4.819146170779644
735,16.317688671897855,-5.541966844038591
741,16.447196322027178,-5.2786564821808
746,16.134605934570093,-5.50465584126269
751,15.671465053682539,-4.799751020762568
756,16.064932919157886,-4.904229739568965
760,16.575654528714708,-5.216258975389984
766,15.847696969797305,-5.08317535158061
771,16.81746160058834,-5.306166759886222
776,16.91652938967806,-4.876393057991033
781,16.9876394203187,-4.965429806194341
785,16.22617875684876,-4.415106600676999
789,16.559014766629474,-4.336979377137061
794,17.178832185491395,-4.897477760785606
799,17.637448787586493,-4.242925194686333
804,16.616233179460043,-4.0428224372334185
809,17.658001291565608,-4.371907073902114
814,17.38164110107206,-4.097484162539384
815,16.61231757390344,-3.7053781545389524
819,18.015369264430102,-3.990429044521474
822,17.965078788264556,-3.716065916772319
826,16.59733522495769,-3.482146482462252
828,16.449010066624147,-3.762578066325317
831,17.23131782072776,-3.299005980968499
834,17.438817588680493,-3.4121384565540716
836,17.472132494386027,-3.696420053696678
840,16.945297272566627,-3.195669531707053
843,17.308282259231547,-3.1443643380434847
847,17.72247545308979,-2.9044801880505404
850,17.720261859941953,-2.8579139138490843
853,17.593784183793815,-3.064142567768719
856,16.55020039596412,-2.6781693573248035
859,16.948761473114864,-3.0430761131164834
862,16.433729976168532,-2.7298503183033165
866,17.450645704020523,-2.4528994339236236
869,17.09680563854368,-2.4180146093862795
873,17.698008842302084,-2.4942785045908544
876,17.90084168904006,-3.0218162898372447
880,17.25445880416549,-2.673649398559438
884,17.61002588281596,-2.709629157921502
888,17.150842993709414,-2.532415269998785
892,18.21524445740967,-2.3845277697289213
897,17.025518216340306,-1.918148115058066
902,17.55367240834644,-2.4554581621681755
907,17.117512984899722,-1.7161619114302085
911,18.10895560567798,-1.997794765729379
914,17.6900921753481,-2.116810909184494
918,18.476325488097753,-1.6856927668242645
922,18.912083474230712,-1.472271550051361
925,18.10375082404356,-1.2997372503111628
929,18.210359885817997,-1.1078407272208168
932,17.941276996762728,-1.4692162010368202
