height,u,v
1.455400000000000000e+04,2.910232939863169932e+01,9.455920027873395028e+00
1.455800000000000000e+04,2.910232939863169932e+01,9.455920027873395028e+00
1.456100000000000000e+04,2.910232939863169932e+01,9.455920027873395028e+00
1.456500000000000000e+04,2.910232939863169932e+01,9.455920027873395028e+00
1.456900000000000000e+04,2.926292553246888062e+01,8.946574164515753935e+00
1.457300000000000000e+04,2.926292553246888062e+01,8.946574164515753935e+00
1.457700000000000000e+04,2.926292553246888062e+01,8.946574164515753935e+00
1.458000000000000000e+04,2.926292553246888062e+01,8.946574164515753935e+00
1.458400000000000000e+04,2.951073406530639431e+01,8.462066823581865904e+00
1.458800000000000000e+04,2.951073406530639431e+01,8.462066823581865904e+00
1.459200000000000000e+04,2.951073406530639431e+01,8.462066823581865904e+00
1.459600000000000000e+04,2.951073406530639431e+01,8.462066823581865904e+00
1.459900000000000000e+04,2.951073406530639431e+01,8.462066823581865904e+00
1.460300000000000000e+04,2.965392286707439595e+01,7.945744684647382705e+00
1.460700000000000000e+04,2.965392286707439595e+01,7.945744684647382705e+00
1.461000000000000000e+04,2.965392286707439595e+01,7.945744684647382705e+00
1.461400000000000000e+04,2.955733028444549149e+01,7.919862780137131963e+00
1.461800000000000000e+04,2.955733028444549149e+01,7.919862780137131963e+00
1.462100000000000000e+04,2.955733028444549149e+01,7.919862780137131963e+00
1.462500000000000000e+04,2.969104922404549285e+01,7.402810005349835798e+00
1.462900000000000000e+04,2.969104922404549285e+01,7.402810005349835798e+00
1.463300000000000000e+04,2.969104922404549285e+01,7.402810005349835798e+00
1.463700000000000000e+04,2.969104922404549285e+01,7.402810005349835798e+00
1.464100000000000000e+04,2.969104922404549285e+01,7.402810005349835798e+00
1.464400000000000000e+04,2.959401965141789148e+01,7.378617815789867862e+00
1.464800000000000000e+04,2.959401965141789148e+01,7.378617815789867862e+00
1.465300000000000000e+04,2.959401965141789148e+01,7.378617815789867862e+00
1.465700000000000000e+04,2.971828697594967039e+01,6.861007157487891028e+00
1.466000000000000000e+04,2.971828697594967039e+01,6.861007157487891028e+00
1.466400000000000000e+04,2.962084996947114846e+01,6.838512052053504320e+00
1.466800000000000000e+04,2.962084996947114846e+01,6.838512052053504320e+00
1.467200000000000000e+04,2.962084996947114846e+01,6.838512052053504320e+00
1.467600000000000000e+04,2.962084996947114846e+01,6.838512052053504320e+00
1.467900000000000000e+04,2.962084996947114846e+01,6.838512052053504320e+00
1.468300000000000000e+04,2.952341296299262652e+01,6.816016946619118499e+00
1.468700000000000000e+04,2.952341296299262652e+01,6.816016946619118499e+00
1.469100000000000000e+04,2.952341296299262652e+01,6.816016946619118499e+00
1.469400000000000000e+04,2.952341296299262652e+01,6.816016946619118499e+00
1.469800000000000000e+04,2.952341296299262652e+01,6.816016946619118499e+00
1.470200000000000000e+04,2.954005754216092683e+01,6.278933062696346212e+00
1.470600000000000000e+04,2.954005754216092683e+01,6.278933062696346212e+00
1.471000000000000000e+04,2.954005754216092683e+01,6.278933062696346212e+00
1.471400000000000000e+04,2.944224278208755052e+01,6.258141893614570961e+00
1.471800000000000000e+04,2.944224278208755052e+01,6.258141893614570961e+00
1.472200000000000000e+04,2.944224278208755052e+01,6.258141893614570961e+00
1.472600000000000000e+04,2.934442802201416711e+01,6.237350724532794821e+00
1.473000000000000000e+04,2.934442802201416711e+01,6.237350724532794821e+00
1.473400000000000000e+04,2.924661326194078370e+01,6.216559555451017793e+00
1.473800000000000000e+04,2.924661326194078370e+01,6.216559555451017793e+00
1.474200000000000000e+04,2.914879850186740740e+01,6.195768386369242542e+00
1.474600000000000000e+04,2.914879850186740740e+01,6.195768386369242542e+00
1.475000000000000000e+04,2.905098374179402398e+01,6.174977217287466402e+00
1.475400000000000000e+04,2.895316898172064768e+01,6.154186048205691151e+00
1.475800000000000000e+04,2.895316898172064768e+01,6.154186048205691151e+00
1.476300000000000000e+04,2.885535422164726427e+01,6.133394879123914123e+00
1.476700000000000000e+04,2.875753946157388086e+01,6.112603710042137983e+00
1.477100000000000000e+04,2.875753946157388086e+01,6.112603710042137983e+00
1.477500000000000000e+04,2.865972470150050455e+01,6.091812540960362732e+00
1.477900000000000000e+04,2.856190994142712114e+01,6.071021371878586592e+00
1.478300000000000000e+04,2.846409518135374483e+01,6.050230202796810453e+00
1.478700000000000000e+04,2.846409518135374483e+01,6.050230202796810453e+00
1.479100000000000000e+04,2.836628042128036142e+01,6.029439033715034313e+00
1.479500000000000000e+04,2.826846566120698157e+01,6.008647864633258173e+00
1.479900000000000000e+04,2.826846566120698157e+01,6.008647864633258173e+00
1.480300000000000000e+04,2.817065090113360171e+01,5.987856695551482922e+00
1.480700000000000000e+04,2.817065090113360171e+01,5.987856695551482922e+00
1.481200000000000000e+04,2.807283614106021830e+01,5.967065526469706782e+00
1.481600000000000000e+04,2.807283614106021830e+01,5.967065526469706782e+00
1.482000000000000000e+04,2.797502138098684199e+01,5.946274357387930642e+00
1.482400000000000000e+04,2.797502138098684199e+01,5.946274357387930642e+00
1.482800000000000000e+04,2.797502138098684199e+01,5.946274357387930642e+00
1.483200000000000000e+04,2.787720662091345858e+01,5.925483188306154503e+00
1.483600000000000000e+04,2.787720662091345858e+01,5.925483188306154503e+00
1.484100000000000000e+04,2.787720662091345858e+01,5.925483188306154503e+00
1.484500000000000000e+04,2.797637472825842408e+01,5.438056368231521276e+00
1.484900000000000000e+04,2.797637472825842408e+01,5.438056368231521276e+00
1.485300000000000000e+04,2.797637472825842408e+01,5.438056368231521276e+00
1.485800000000000000e+04,2.797637472825842408e+01,5.438056368231521276e+00
1.486200000000000000e+04,2.797637472825842408e+01,5.438056368231521276e+00
1.486600000000000000e+04,2.797637472825842408e+01,5.438056368231521276e+00
1.486900000000000000e+04,2.797637472825842408e+01,5.438056368231521276e+00
1.487300000000000000e+04,2.807453744660319117e+01,5.457137267769176070e+00
1.487800000000000000e+04,2.807453744660319117e+01,5.457137267769176070e+00
1.488200000000000000e+04,2.807453744660319117e+01,5.457137267769176070e+00
1.488600000000000000e+04,2.807453744660319117e+01,5.457137267769176070e+00
1.489000000000000000e+04,2.807453744660319117e+01,5.457137267769176070e+00
1.489500000000000000e+04,2.816550173614914954e+01,4.966337881274207611e+00
1.490000000000000000e+04,2.816550173614914954e+01,4.966337881274207611e+00
1.490400000000000000e+04,2.806702096084792686e+01,4.948973063507514425e+00
1.490900000000000000e+04,2.806702096084792686e+01,4.948973063507514425e+00
1.491300000000000000e+04,2.806702096084792686e+01,4.948973063507514425e+00
1.491700000000000000e+04,2.806702096084792686e+01,4.948973063507514425e+00
1.492100000000000000e+04,2.796854018554670773e+01,4.931608245740821239e+00
1.492600000000000000e+04,2.796854018554670773e+01,4.931608245740821239e+00
1.493000000000000000e+04,2.787005941024548861e+01,4.914243427974128053e+00
1.493400000000000000e+04,2.787005941024548861e+01,4.914243427974128053e+00
1.493900000000000000e+04,2.777157863494426593e+01,4.896878610207434868e+00
1.494300000000000000e+04,2.767309785964304680e+01,4.879513792440742570e+00
1.494700000000000000e+04,2.767309785964304680e+01,4.879513792440742570e+00
1.495200000000000000e+04,2.757461708434182412e+01,4.862148974674049384e+00
1.495600000000000000e+04,2.747613630904060145e+01,4.844784156907356198e+00
1.496000000000000000e+04,2.737765553373938232e+01,4.827419339140663013e+00
1.496500000000000000e+04,2.727917475843816320e+01,4.810054521373969827e+00
1.496900000000000000e+04,2.718069398313694407e+01,4.792689703607277529e+00
1.497300000000000000e+04,2.699474754481076033e+01,5.247247372854976888e+00
1.497700000000000000e+04,2.679842210812122616e+01,5.209085573779668188e+00
1.498100000000000000e+04,2.670025938977645907e+01,5.190004674242013394e+00
1.498600000000000000e+04,2.660209667143169554e+01,5.170923774704359488e+00
1.499000000000000000e+04,2.650393395308692845e+01,5.151842875166704694e+00
1.499500000000000000e+04,2.640577123474215782e+01,5.132761975629049900e+00
1.499900000000000000e+04,2.630760851639739428e+01,5.113681076091395994e+00
1.500400000000000000e+04,2.611654093959260692e+01,5.551242144834186654e+00
1.500800000000000000e+04,2.601872617951923061e+01,5.530450975752411402e+00
1.501300000000000000e+04,2.592091141944584720e+01,5.509659806670635263e+00
1.501700000000000000e+04,2.582309665937246734e+01,5.488868637588859123e+00
1.502200000000000000e+04,2.562593270385168509e+01,5.916212729243657265e+00
1.502600000000000000e+04,2.552849569737315960e+01,5.893717623809270556e+00
1.503000000000000000e+04,2.552849569737315960e+01,5.893717623809270556e+00
1.503400000000000000e+04,2.543105869089463766e+01,5.871222518374883848e+00
1.503800000000000000e+04,2.533362168441611217e+01,5.848727412940497139e+00
1.504300000000000000e+04,2.522768888317590807e+01,6.289969285591363146e+00
1.504700000000000000e+04,2.513065931054830671e+01,6.265777096031396098e+00
1.505100000000000000e+04,2.513065931054830671e+01,6.265777096031396098e+00
1.505600000000000000e+04,2.513065931054830671e+01,6.265777096031396098e+00
1.506000000000000000e+04,2.492088631825796341e+01,6.677531363645032414e+00
1.506400000000000000e+04,2.492088631825796341e+01,6.677531363645032414e+00
1.506800000000000000e+04,2.492088631825796341e+01,6.677531363645032414e+00
1.507300000000000000e+04,2.482429373562905539e+01,6.651649459134779896e+00
1.507700000000000000e+04,2.482429373562905539e+01,6.651649459134779896e+00
1.508200000000000000e+04,2.470442558561479629e+01,7.083880044496870809e+00
1.508600000000000000e+04,2.460829941602096937e+01,7.056316308915171476e+00
1.509100000000000000e+04,2.460829941602096937e+01,7.056316308915171476e+00
1.509500000000000000e+04,2.451217324642713535e+01,7.028752573333471254e+00
1.510000000000000000e+04,2.451217324642713535e+01,7.028752573333471254e+00
1.510400000000000000e+04,2.441604707683330133e+01,7.001188837751771032e+00
1.510800000000000000e+04,2.429014080146109578e+01,7.426241299957520248e+00
1.511300000000000000e+04,2.419451032586479400e+01,7.397004129485247326e+00
1.511700000000000000e+04,2.409887985026848867e+01,7.367766959012973516e+00
1.512200000000000000e+04,2.400324937467218689e+01,7.338529788540700594e+00
1.512600000000000000e+04,2.387151855900835429e+01,7.756326558811184491e+00
1.513100000000000000e+04,2.377641290737883750e+01,7.725424859373688946e+00
1.513600000000000000e+04,2.368130725574932072e+01,7.694523159936194290e+00
1.514000000000000000e+04,2.349109595249029070e+01,7.632719761061204977e+00
1.514500000000000000e+04,2.325975695974319635e+01,8.008976599646054240e+00
1.515000000000000000e+04,2.316520510218326123e+01,7.976419784200337482e+00
1.515400000000000000e+04,2.307065324462332967e+01,7.943862968754621612e+00
1.515800000000000000e+04,2.283453068509757600e+01,8.311089482813745377e+00
1.516200000000000000e+04,2.264659216094039351e+01,8.242685454148611868e+00
1.516700000000000000e+04,2.255262289886180227e+01,8.208483439816044225e+00
1.517100000000000000e+04,2.231257219328311692e+01,8.564993994132686694e+00
1.517600000000000000e+04,2.221921415063339822e+01,8.529157199178158066e+00
1.518000000000000000e+04,2.203249806533396082e+01,8.457483609269097258e+00
1.518500000000000000e+04,2.178882058231950225e+01,8.803254945273938148e+00
1.519000000000000000e+04,2.169610219686282093e+01,8.765794285932347663e+00
1.519400000000000000e+04,2.160338381140614672e+01,8.728333626590757177e+00
1.519800000000000000e+04,2.126366211475137291e+01,9.025889068102225465e+00
1.520300000000000000e+04,2.117161162940612584e+01,8.986815955253298682e+00
1.520700000000000000e+04,2.107956114406088233e+01,8.947742842404370123e+00
1.521200000000000000e+04,2.082883643425130415e+01,9.273595462128241707e+00
1.521600000000000000e+04,2.073748188848704288e+01,9.232921797820662135e+00
1.522100000000000000e+04,2.064612734272278516e+01,9.192248133513082564e+00
1.522500000000000000e+04,2.039192520832462918e+01,9.508910889165729685e+00
1.523000000000000000e+04,2.030129442962096320e+01,9.466649062991660202e+00
1.523500000000000000e+04,2.021066365091730077e+01,9.424387236817590718e+00
1.523900000000000000e+04,1.995322782784150206e+01,9.731839458717525204e+00
1.524400000000000000e+04,1.986334842321158689e+01,9.688002344038618929e+00
1.524800000000000000e+04,1.977346901858167172e+01,9.644165229359710878e+00
1.525200000000000000e+04,1.951304287972525486e+01,9.942391944296076645e+00
1.525700000000000000e+04,1.942394222730641928e+01,9.896992894322123036e+00
1.526200000000000000e+04,1.942394222730641928e+01,9.896992894322123036e+00
1.526600000000000000e+04,1.933484157488758015e+01,9.851593844348167650e+00
1.527000000000000000e+04,1.907166800575282295e+01,1.014058575617524127e+01
1.527400000000000000e+04,1.898337324646692892e+01,1.009363859989665180e+01
1.527900000000000000e+04,1.889507848718103489e+01,1.004669144361806055e+01
1.528300000000000000e+04,1.889507848718103489e+01,1.004669144361806055e+01
1.528700000000000000e+04,1.880678372789514441e+01,9.999744287339472848e+00
1.529100000000000000e+04,1.871848896860925038e+01,9.952797131060883373e+00
1.529600000000000000e+04,1.854193779135519193e+01,1.027796394922234136e+01
1.530000000000000000e+04,1.845447582064125314e+01,1.022948298719770754e+01
1.530400000000000000e+04,1.845447582064125314e+01,1.022948298719770754e+01
1.530900000000000000e+04,1.836701384992731434e+01,1.018100202517307373e+01
1.531300000000000000e+04,1.836701384992731434e+01,1.018100202517307373e+01
1.531800000000000000e+04,1.827955187921337199e+01,1.013252106314843992e+01
1.532200000000000000e+04,1.827955187921337199e+01,1.013252106314843992e+01
1.532600000000000000e+04,1.819208990849943319e+01,1.008404010112380611e+01
1.533000000000000000e+04,1.819208990849943319e+01,1.008404010112380611e+01
1.533400000000000000e+04,1.819208990849943319e+01,1.008404010112380611e+01
1.533900000000000000e+04,1.819208990849943319e+01,1.008404010112380611e+01
1.534300000000000000e+04,1.792672585833787480e+01,1.035000000000000853e+01
1.534800000000000000e+04,1.792672585833787480e+01,1.035000000000000853e+01
1.535200000000000000e+04,1.792672585833787480e+01,1.035000000000000853e+01
1.535600000000000000e+04,1.792672585833787480e+01,1.035000000000000853e+01
1.536000000000000000e+04,1.792672585833787480e+01,1.035000000000000853e+01
1.536500000000000000e+04,1.792672585833787480e+01,1.035000000000000853e+01
1.536900000000000000e+04,1.792672585833787480e+01,1.035000000000000853e+01
1.537400000000000000e+04,1.792672585833787480e+01,1.035000000000000853e+01
1.537800000000000000e+04,1.792672585833787480e+01,1.035000000000000853e+01
1.538200000000000000e+04,1.792672585833787480e+01,1.035000000000000853e+01
1.538600000000000000e+04,1.792672585833787480e+01,1.035000000000000853e+01
1.539100000000000000e+04,1.792672585833787480e+01,1.035000000000000853e+01
1.539500000000000000e+04,1.792672585833787480e+01,1.035000000000000853e+01
1.540000000000000000e+04,1.774336312453371889e+01,1.066128815063812674e+01
1.540400000000000000e+04,1.774336312453371889e+01,1.066128815063812674e+01
1.540900000000000000e+04,1.774336312453371889e+01,1.066128815063812674e+01
1.541300000000000000e+04,1.774336312453371889e+01,1.066128815063812674e+01
1.541800000000000000e+04,1.774336312453371889e+01,1.066128815063812674e+01
1.542200000000000000e+04,1.774336312453371889e+01,1.066128815063812674e+01
1.542600000000000000e+04,1.774336312453371889e+01,1.066128815063812674e+01
1.543000000000000000e+04,1.774336312453371889e+01,1.066128815063812674e+01
1.543400000000000000e+04,1.774336312453371889e+01,1.066128815063812674e+01
1.543800000000000000e+04,1.774336312453371889e+01,1.066128815063812674e+01
1.544200000000000000e+04,1.755459559043801576e+01,1.096932876962734404e+01
1.544600000000000000e+04,1.755459559043801576e+01,1.096932876962734404e+01
1.545000000000000000e+04,1.755459559043801576e+01,1.096932876962734404e+01
1.545400000000000000e+04,1.755459559043801576e+01,1.096932876962734404e+01
1.545800000000000000e+04,1.755459559043801576e+01,1.096932876962734404e+01
1.546300000000000000e+04,1.755459559043801576e+01,1.096932876962734404e+01
1.546700000000000000e+04,1.763940040005365972e+01,1.102232069605066478e+01
1.547100000000000000e+04,1.763940040005365972e+01,1.102232069605066478e+01
1.547600000000000000e+04,1.763940040005365972e+01,1.102232069605066478e+01
1.548000000000000000e+04,1.763940040005365972e+01,1.102232069605066478e+01
1.548400000000000000e+04,1.763940040005365972e+01,1.102232069605066478e+01
1.548900000000000000e+04,1.763940040005365972e+01,1.102232069605066478e+01
1.549300000000000000e+04,1.744434781326481954e+01,1.132849192831256069e+01
1.549700000000000000e+04,1.744434781326481954e+01,1.132849192831256069e+01
1.550100000000000000e+04,1.744434781326481954e+01,1.132849192831256069e+01
1.550500000000000000e+04,1.744434781326481954e+01,1.132849192831256069e+01
1.551000000000000000e+04,1.744434781326481954e+01,1.132849192831256069e+01
1.551400000000000000e+04,1.744434781326481954e+01,1.132849192831256069e+01
1.551700000000000000e+04,1.744434781326481954e+01,1.132849192831256069e+01
1.552100000000000000e+04,1.744434781326481954e+01,1.132849192831256069e+01
1.552500000000000000e+04,1.744434781326481954e+01,1.132849192831256069e+01
1.552900000000000000e+04,1.744434781326481954e+01,1.132849192831256069e+01
1.553300000000000000e+04,1.744434781326481954e+01,1.132849192831256069e+01
1.553700000000000000e+04,1.744434781326481954e+01,1.132849192831256069e+01
1.554100000000000000e+04,1.744434781326481954e+01,1.132849192831256069e+01
1.554500000000000000e+04,1.744434781326481954e+01,1.132849192831256069e+01
1.554900000000000000e+04,1.744434781326481954e+01,1.132849192831256069e+01
1.555400000000000000e+04,1.744434781326481954e+01,1.132849192831256069e+01
1.555800000000000000e+04,1.744434781326481954e+01,1.132849192831256069e+01
1.556300000000000000e+04,1.744434781326481954e+01,1.132849192831256069e+01
1.556700000000000000e+04,1.744434781326481954e+01,1.132849192831256069e+01
1.557100000000000000e+04,1.744434781326481954e+01,1.132849192831256069e+01
1.557500000000000000e+04,1.744434781326481954e+01,1.132849192831256069e+01
1.557900000000000000e+04,1.763940040005365972e+01,1.102232069605066478e+01
1.558400000000000000e+04,1.763940040005365972e+01,1.102232069605066478e+01
1.558800000000000000e+04,1.772420520966930013e+01,1.107531262247398374e+01
1.559200000000000000e+04,1.772420520966930013e+01,1.107531262247398374e+01
1.559700000000000000e+04,1.772420520966930013e+01,1.107531262247398374e+01
1.560100000000000000e+04,1.772420520966930013e+01,1.107531262247398374e+01
1.560400000000000000e+04,1.772420520966930013e+01,1.107531262247398374e+01
1.560800000000000000e+04,1.772420520966930013e+01,1.107531262247398374e+01
1.561200000000000000e+04,1.772420520966930013e+01,1.107531262247398374e+01
1.561600000000000000e+04,1.800051331474435301e+01,1.081579957311114448e+01
1.561900000000000000e+04,1.800051331474435301e+01,1.081579957311114448e+01
1.562300000000000000e+04,1.800051331474435301e+01,1.081579957311114448e+01
1.562700000000000000e+04,1.800051331474435301e+01,1.081579957311114448e+01
1.563100000000000000e+04,1.800051331474435301e+01,1.081579957311114448e+01
1.563500000000000000e+04,1.818653347947320498e+01,1.050000000000000888e+01
1.563900000000000000e+04,1.818653347947320498e+01,1.050000000000000888e+01
1.564300000000000000e+04,1.818653347947320498e+01,1.050000000000000888e+01
1.564800000000000000e+04,1.818653347947320498e+01,1.050000000000000888e+01
1.565200000000000000e+04,1.836701384992731434e+01,1.018100202517307373e+01
1.565600000000000000e+04,1.836701384992731434e+01,1.018100202517307373e+01
1.566000000000000000e+04,1.836701384992731434e+01,1.018100202517307373e+01
1.566400000000000000e+04,1.854189945003746587e+01,9.858902818503706200e+00
1.566800000000000000e+04,1.854189945003746587e+01,9.858902818503706200e+00
1.567200000000000000e+04,1.854189945003746587e+01,9.858902818503706200e+00
1.567600000000000000e+04,1.854189945003746587e+01,9.858902818503706200e+00
1.568000000000000000e+04,1.862203635553688486e+01,9.488401444556529896e+00
1.568400000000000000e+04,1.862203635553688486e+01,9.488401444556529896e+00
1.568800000000000000e+04,1.862203635553688486e+01,9.488401444556529896e+00
1.569200000000000000e+04,1.878479556765258351e+01,9.161956967891724091e+00
1.569700000000000000e+04,1.878479556765258351e+01,9.161956967891724091e+00
1.570100000000000000e+04,1.878479556765258351e+01,9.161956967891724091e+00
1.570600000000000000e+04,1.894183274906598768e+01,8.832721670380610846e+00
1.571000000000000000e+04,1.894183274906598768e+01,8.832721670380610846e+00
1.571400000000000000e+04,1.894183274906598768e+01,8.832721670380610846e+00
1.571900000000000000e+04,1.885120197036232526e+01,8.790459844206541362e+00
1.572300000000000000e+04,1.900174551896609998e+01,8.460122175976643177e+00
1.572700000000000000e+04,1.900174551896609998e+01,8.460122175976643177e+00
1.573200000000000000e+04,1.900174551896609998e+01,8.460122175976643177e+00
1.573600000000000000e+04,1.900174551896609998e+01,8.460122175976643177e+00
1.574000000000000000e+04,1.914650095181075784e+01,8.127207472576895242e+00
1.574400000000000000e+04,1.914650095181075784e+01,8.127207472576895242e+00
1.574800000000000000e+04,1.923855143715600136e+01,8.166280585425822025e+00
1.575200000000000000e+04,1.923855143715600136e+01,8.166280585425822025e+00
1.575600000000000000e+04,1.923855143715600136e+01,8.166280585425822025e+00
1.576100000000000000e+04,1.937814256044585193e+01,7.829277802392565988e+00
1.576500000000000000e+04,1.937814256044585193e+01,7.829277802392565988e+00
1.577000000000000000e+04,1.937814256044585193e+01,7.829277802392565988e+00
1.577400000000000000e+04,1.937814256044585193e+01,7.829277802392565988e+00
1.577800000000000000e+04,1.937814256044585193e+01,7.829277802392565988e+00
1.578200000000000000e+04,1.937814256044585193e+01,7.829277802392565988e+00
1.578500000000000000e+04,1.928542417498917771e+01,7.791817143050975503e+00
1.578900000000000000e+04,1.941847287114179466e+01,7.454053350542254819e+00
1.579300000000000000e+04,1.941847287114179466e+01,7.454053350542254819e+00
1.579700000000000000e+04,1.941847287114179466e+01,7.454053350542254819e+00
1.580100000000000000e+04,1.941847287114179466e+01,7.454053350542254819e+00
1.580500000000000000e+04,1.932511482849207241e+01,7.418216555587724415e+00
1.580900000000000000e+04,1.932511482849207241e+01,7.418216555587724415e+00
1.581300000000000000e+04,1.932511482849207241e+01,7.418216555587724415e+00
1.581700000000000000e+04,1.932511482849207241e+01,7.418216555587724415e+00
1.582000000000000000e+04,1.923175678584235371e+01,7.382379760633194898e+00
1.582400000000000000e+04,1.923175678584235371e+01,7.382379760633194898e+00
1.582700000000000000e+04,1.913839874319263501e+01,7.346542965678664494e+00
1.583100000000000000e+04,1.913839874319263501e+01,7.346542965678664494e+00
1.583500000000000000e+04,1.913839874319263501e+01,7.346542965678664494e+00
1.583800000000000000e+04,1.916972946403253175e+01,6.977210923843636614e+00
1.584200000000000000e+04,1.916972946403253175e+01,6.977210923843636614e+00
1.584600000000000000e+04,1.916972946403253175e+01,6.977210923843636614e+00
1.585100000000000000e+04,1.907576020195394051e+01,6.943008909511070748e+00
1.585500000000000000e+04,1.907576020195394051e+01,6.943008909511070748e+00
1.585800000000000000e+04,1.907576020195394051e+01,6.943008909511070748e+00
1.586200000000000000e+04,1.907576020195394051e+01,6.943008909511070748e+00
1.586600000000000000e+04,1.898179093987534927e+01,6.908806895178503105e+00
1.586900000000000000e+04,1.898179093987534927e+01,6.908806895178503105e+00
1.587300000000000000e+04,1.898179093987534927e+01,6.908806895178503105e+00
1.587700000000000000e+04,1.898179093987534927e+01,6.908806895178503105e+00
1.588100000000000000e+04,1.888782167779676158e+01,6.874604880845937238e+00
1.588500000000000000e+04,1.888782167779676158e+01,6.874604880845937238e+00
1.588800000000000000e+04,1.888782167779676158e+01,6.874604880845937238e+00
1.589200000000000000e+04,1.888782167779676158e+01,6.874604880845937238e+00
1.589600000000000000e+04,1.888782167779676158e+01,6.874604880845937238e+00
1.590000000000000000e+04,1.879385241571817033e+01,6.840402866513369595e+00
1.590400000000000000e+04,1.891037151198633737e+01,6.511363089143133109e+00
1.590800000000000000e+04,1.891037151198633737e+01,6.511363089143133109e+00
1.591200000000000000e+04,1.881581965442640225e+01,6.478806273697416351e+00
1.591600000000000000e+04,1.869988315363957554e+01,6.806200852180802841e+00
1.592000000000000000e+04,1.869988315363957554e+01,6.806200852180802841e+00
1.592300000000000000e+04,1.860591389156098785e+01,6.771998837848236086e+00
1.592700000000000000e+04,1.860591389156098785e+01,6.771998837848236086e+00
1.593100000000000000e+04,1.851194462948239661e+01,6.737796823515669331e+00
1.593400000000000000e+04,1.851194462948239661e+01,6.737796823515669331e+00
1.593800000000000000e+04,1.841797536740380536e+01,6.703594809183102576e+00
1.594100000000000000e+04,1.832400610532521412e+01,6.669392794850535822e+00
1.594500000000000000e+04,1.823003684324662288e+01,6.635190780517968179e+00
1.594800000000000000e+04,1.813606758116803164e+01,6.600988766185402312e+00
1.595200000000000000e+04,1.804209831908944039e+01,6.566786751852834669e+00
1.595600000000000000e+04,1.794812905701085270e+01,6.532584737520268803e+00
1.595900000000000000e+04,1.785415979493226146e+01,6.498382723187701160e+00
1.596300000000000000e+04,1.776019053285366667e+01,6.464180708855134405e+00
1.596700000000000000e+04,1.768119736370722350e+01,6.088124488348828578e+00
1.597000000000000000e+04,1.758664550614729549e+01,6.055567672903114484e+00
1.597400000000000000e+04,1.739754179102742881e+01,5.990454042011681857e+00
1.597800000000000000e+04,1.720843807590756569e+01,5.925340411120251005e+00
1.598200000000000000e+04,1.701933436078770256e+01,5.860226780228819266e+00
1.598600000000000000e+04,1.692478250322777100e+01,5.827669964783103396e+00
1.599000000000000000e+04,1.673567878810790788e+01,5.762556333891672544e+00
1.599400000000000000e+04,1.654657507298804475e+01,5.697442703000241693e+00
1.599800000000000000e+04,1.626291950030825006e+01,5.599772256663094083e+00
1.600200000000000000e+04,1.607381578518838694e+01,5.534658625771663232e+00
1.600600000000000000e+04,1.588471207006852381e+01,5.469544994880231492e+00
1.601100000000000000e+04,1.569560835494866069e+01,5.404431363988800641e+00
1.601500000000000000e+04,1.550650463982879579e+01,5.339317733097368901e+00
1.601900000000000000e+04,1.531200991235197328e+01,4.975173609436656541e+00
1.602300000000000000e+04,1.512179860909294149e+01,4.913370210561666340e+00
1.602600000000000000e+04,1.493158730583390970e+01,4.851566811686676139e+00
1.603000000000000000e+04,1.474137600257487968e+01,4.789763412811686827e+00
1.603400000000000000e+04,1.455116469931584966e+01,4.727960013936697514e+00
1.603800000000000000e+04,1.436095339605681787e+01,4.666156615061708202e+00
1.604200000000000000e+04,1.417074209279778785e+01,4.604353216186718889e+00
1.604600000000000000e+04,1.407563644116827284e+01,4.573451516749224233e+00
1.605000000000000000e+04,1.396204943706031543e+01,4.268626888951961185e+00
1.605300000000000000e+04,1.386641896146401187e+01,4.239389718479687374e+00
1.605700000000000000e+04,1.367515801027140654e+01,4.180915377535139754e+00
1.606000000000000000e+04,1.357952753467510121e+01,4.151678207062865944e+00
1.606400000000000000e+04,1.355378991273029676e+01,3.886486717019684178e+00
1.606800000000000000e+04,1.345766374313646629e+01,3.858922981437984401e+00
1.607200000000000000e+04,1.336153757354263405e+01,3.831359245856284623e+00
1.607500000000000000e+04,1.342636898541804946e+01,3.597584726925036946e+00
1.607900000000000000e+04,1.332977640278914322e+01,3.571702822414784873e+00
1.608400000000000000e+04,1.339008102260875255e+01,3.338522159275416179e+00
1.608800000000000000e+04,1.329305144998115118e+01,3.314329969715448687e+00
1.609200000000000000e+04,1.334886988755772030e+01,3.081829444510954197e+00
1.609700000000000000e+04,1.325143288107919837e+01,3.059334339076567932e+00
1.610100000000000000e+04,1.325143288107919837e+01,3.059334339076567932e+00
1.610500000000000000e+04,1.330280736997975488e+01,2.827598995121533232e+00
1.610900000000000000e+04,1.335012969488822954e+01,2.595002337121006697e+00
1.611300000000000000e+04,1.325196697654346423e+01,2.575921437583352347e+00
1.611700000000000000e+04,1.329490466566480755e+01,2.344250398503559651e+00
1.612100000000000000e+04,1.329490466566480755e+01,2.344250398503559651e+00
1.612500000000000000e+04,1.319642389036358843e+01,2.326885580736866466e+00
1.613000000000000000e+04,1.313625492991533150e+01,2.080578385035073197e+00
1.613400000000000000e+04,1.313625492991533150e+01,2.080578385035073197e+00
1.613800000000000000e+04,1.307153850738872691e+01,1.837084932672868876e+00
1.614300000000000000e+04,1.297251170051456981e+01,1.823167622576862268e+00
1.614700000000000000e+04,1.290309997133718767e+01,1.584301464266913317e+00
