geopotential height_m,wind direction_degree,wind speed_m/s
8108,233,31
8112,233,31
8117,233,31
8122,233,31.1
8127,233,31.1
8132,233,31.2
8137,233,31.3
8143,233,31.3
8148,233,31.4
8154,232,31.4
8160,232,31.5
8167,232,31.6
8173,232,31.7
8180,232,31.7
8186,232,31.8
8192,232,31.9
8198,232,32
8203,231,32
8208,231,32.1
8211,231,32.2
8215,231,32.2
8218,231,32.3
8222,231,32.4
8226,230,32.4
8230,230,32.5
8234,230,32.5
8238,230,32.6
8241,230,32.6
8245,230,32.7
8249,230,32.7
8253,229,32.7
8257,229,32.8
8262,229,32.8
8266,229,32.8
8270,229,32.9
8275,229,32.9
8280,229,32.9
8285,229,32.9
8290,229,32.9
8296,229,32.9
8301,229,33
8307,229,33
8313,229,33
8318,229,33
8322,229,33
8326,229,33.1
8329,229,33.1
8334,229,33.1
8338,229,33.1
8343,229,33.1
8348,229,33.2
8353,229,33.2
8359,229,33.2
8364,229,33.2
8370,229,33.2
8375,230,33.2
8379,230,33.3
8383,230,33.3
8388,230,33.3
8392,230,33.3
8396,230,33.3
8400,230,33.3
8404,230,33.3
8407,230,33.3
8411,230,33.3
8415,230,33.3
8419,230,33.3
8424,230,33.2
8429,230,33.2
8434,230,33.2
8439,231,33.2
8444,231,33.2
8449,231,33.2
8454,231,33.2
8459,231,33.2
8464,231,33.2
8469,231,33.2
8475,231,33.2
8481,231,33.2
8487,231,33.2
8494,231,33.2
8500,231,33.2
8506,231,33.2
8512,231,33.2
8517,231,33.2
8522,231,33.2
8528,231,33.2
8533,231,33.2
8538,231,33.2
8542,232,33.2
8547,232,33.2
8550,232,33.2
8554,232,33.1
8558,232,33.1
8563,232,33.1
8567,232,33.1
8572,232,33.1
8576,233,33.1
8581,233,33.1
8586,233,33.1
8590,233,33.1
8594,233,33
8598,233,33
8602,233,33
8606,233,33
8611,233,33
8615,233,33.1
8620,233,33.1
8624,234,33.1
8629,234,33.1
8634,234,33.2
8639,234,33.2
8644,234,33.2
8649,234,33.3
8654,234,33.3
8659,234,33.4
8665,234,33.4
8670,234,33.4
8676,234,33.5
8682,234,33.6
8689,234,33.6
8696,234,33.6
8702,234,33.7
8707,234,33.7
8713,234,33.8
8718,234,33.8
8723,234,33.8
8728,234,33.8
8733,234,33.9
8739,234,33.9
8744,234,33.9
8748,234,33.9
8753,234,33.9
8757,234,33.9
8762,235,33.9
8767,235,33.8
8772,235,33.8
8776,235,33.8
8781,235,33.8
8785,235,33.7
8790,235,33.7
8795,235,33.7
8801,235,33.6
8808,235,33.6
8814,236,33.6
8821,236,33.5
8829,236,33.5
8836,236,33.5
8844,236,33.5
8851,236,33.4
8857,236,33.4
8863,236,33.4
8868,236,33.4
8873,236,33.4
8877,236,33.4
8882,236,33.5
8886,236,33.5
8891,236,33.5
8896,236,33.5
8902,236,33.6
8908,236,33.6
8914,236,33.7
8920,236,33.7
8927,236,33.8
8933,236,33.8
8939,236,33.9
8946,236,33.9
8952,236,34
8958,235,34
8964,235,34.1
8970,235,34.1
8976,235,34.2
8981,235,34.2
8987,235,34.2
8993,235,34.3
8999,235,34.3
9005,234,34.3
9012,234,34.3
9019,234,34.3
9026,234,34.4
9033,234,34.4
9040,234,34.4
9047,234,34.4
9052,234,34.4
9057,234,34.4
9062,234,34.4
9067,234,34.4
9071,234,34.5
9076,234,34.5
9082,234,34.5
9087,234,34.5
9093,234,34.6
9098,234,34.6
9103,234,34.6
9108,234,34.7
9112,234,34.7
9116,234,34.8
9121,234,34.8
9125,234,34.9
9130,234,35
9134,234,35
9139,234,35.1
9144,234,35.2
9149,234,35.3
9154,234,35.3
9160,234,35.4
9165,234,35.5
9170,234,35.5
9176,234,35.6
9182,234,35.7
9187,234,35.7
9192,234,35.8
9198,234,35.8
9203,234,35.9
9208,234,35.9
9214,234,36
9221,234,36
9227,234,36
9234,234,36.1
9240,233,36.1
9247,233,36.1
9253,233,36.2
9260,233,36.2
9267,233,36.2
9274,233,36.2
9280,233,36.2
9287,233,36.3
9294,233,36.3
9301,233,36.3
9308,233,36.3
9315,233,36.3
9321,233,36.3
9328,233,36.3
9334,233,36.3
9342,233,36.3
9349,233,36.3
9357,233,36.2
9364,233,36.2
9371,233,36.2
9378,233,36.2
9384,233,36.2
9390,233,36.1
9396,233,36.1
9401,233,36.1
9406,233,36.1
9410,233,36
9415,233,36
9420,233,36
9425,233,35.9
9430,233,35.9
9436,233,35.9
9442,233,35.8
9447,233,35.8
9453,233,35.8
9459,233,35.7
9466,233,35.7
9472,233,35.7
9480,233,35.6
9487,233,35.6
9494,233,35.5
9502,233,35.5
9509,233,35.4
9517,233,35.4
9525,233,35.3
9532,233,35.3
9538,233,35.2
9543,233,35.1
9548,233,35.1
9554,233,35
9559,233,35
9564,233,34.9
9570,233,34.8
9576,233,34.8
9582,233,34.7
9588,233,34.7
9594,233,34.6
9600,233,34.6
9607,234,34.5
9614,234,34.5
9621,234,34.4
9628,234,34.4
9636,234,34.4
9643,234,34.3
9644,234,34.3
9651,234,34.3
9658,234,34.3
9665,234,34.3
9671,235,34.3
9676,235,34.2
9681,235,34.2
9686,235,34.2
9691,235,34.2
9696,235,34.2
9702,235,34.2
9708,235,34.2
9713,235,34.2
9720,235,34.2
9726,235,34.2
9732,235,34.2
9738,235,34.2
9744,235,34.2
9750,235,34.2
9757,236,34.2
9764,236,34.2
9770,236,34.1
9777,236,34.1
9783,236,34.1
9790,236,34.1
9798,236,34
9804,236,34
9811,236,34
9816,236,34
9822,236,33.9
9827,236,33.9
9832,236,33.9
9837,236,33.9
9843,236,33.8
9848,236,33.8
9854,237,33.8
9860,237,33.8
9866,237,33.8
9871,237,33.8
9877,237,33.8
9882,237,33.8
9888,238,33.8
9893,238,33.8
9900,238,33.8
9907,238,33.7
9914,238,33.7
9921,239,33.7
9928,239,33.7
9935,239,33.7
9942,239,33.7
9948,239,33.7
9954,240,33.7
9960,240,33.7
9966,240,33.6
9971,240,33.6
9977,240,33.6
9982,240,33.5
9988,240,33.5
9994,240,33.5
10000,241,33.4
10006,241,33.4
10013,241,33.3
10019,241,33.2
10024,241,33.2
10029,241,33.1
10032,241,33.1
10036,241,33
10040,241,33
10045,241,32.9
10049,241,32.9
10054,241,32.8
10059,241,32.8
10063,241,32.8
10068,240,32.7
10073,240,32.7
10078,240,32.7
10084,240,32.7
10089,240,32.7
10094,240,32.7
10099,240,32.7
10104,240,32.7
10109,240,32.7
10114,240,32.7
10118,240,32.7
10122,240,32.8
10127,240,32.8
10131,240,32.8
10136,240,32.9
10141,240,32.9
10146,240,32.9
10151,240,33
10156,240,33
10161,240,33
10166,240,33.1
10171,240,33.1
10176,240,33.2
10182,240,33.2
10188,240,33.2
10194,240,33.3
10199,240,33.3
10205,240,33.3
10211,240,33.4
10218,240,33.4
10224,240,33.4
10230,240,33.5
10236,240,33.5
10243,240,33.5
10249,240,33.5
10255,240,33.5
10261,240,33.6
10267,240,33.6
10273,240,33.6
10278,240,33.6
10284,239,33.6
10289,239,33.6
10295,239,33.5
10302,239,33.5
10308,239,33.5
10315,239,33.5
10322,239,33.5
10328,239,33.4
10335,239,33.4
10342,238,33.3
10349,238,33.3
10356,238,33.3
10363,238,33.2
10369,238,33.2
10376,238,33.1
10382,238,33
10388,238,33
10394,238,32.9
10400,237,32.8
10406,237,32.8
10413,237,32.7
10419,237,32.7
10426,237,32.6
10432,237,32.5
10438,237,32.5
10443,237,32.4
10449,237,32.3
10454,237,32.3
10460,237,32.2
10466,237,32.2
10472,237,32.1
10477,237,32.1
10483,237,32.1
10490,237,32
10496,237,32
10503,237,32
10510,237,32
10516,237,32
10522,237,32
10528,237,32
10534,237,32
10539,237,32
10546,237,32
10552,237,32
10557,237,32
10562,237,32
10567,237,32.1
10571,237,32.1
10575,237,32.1
10580,237,32.1
10585,236,32.1
10590,236,32.1
10595,236,32.1
10600,236,32
10606,236,32
10611,236,32
10617,236,32
10623,235,32
10628,235,32
10634,235,31.9
10639,235,31.9
10645,235,31.9
10650,235,31.9
10655,235,31.9
10661,235,31.9
10666,235,31.9
10672,234,31.9
10677,234,31.9
10681,234,31.9
10686,234,31.9
10691,234,31.9
10696,234,32
10702,234,32
10708,234,32.1
10714,234,32.1
10720,234,32.2
10726,234,32.3
10731,234,32.3
10737,234,32.4
10743,234,32.5
10749,234,32.5
10755,234,32.6
10760,234,32.7
10765,234,32.8
10769,234,32.8
10772,234,32.9
10776,234,32.9
10779,234,33
10783,234,33
10786,234,33
10791,234,33.1
10795,234,33.1
10800,234,33.1
10804,234,33.1
10808,234,33.1
10811,234,33.1
10814,234,33
10818,234,33
10822,234,33
10826,234,33
10831,234,32.9
10836,234,32.9
10843,234,32.9
10849,234,32.8
10856,234,32.8
10863,234,32.8
10869,234,32.7
10874,234,32.7
10879,234,32.7
10883,234,32.6
10888,234,32.6
10894,234,32.6
10899,234,32.6
10904,234,32.6
10905,233,32.5
10908,233,32.5
10912,233,32.5
10915,233,32.5
10918,233,32.5
10922,233,32.5
10926,233,32.5
10930,233,32.5
10934,233,32.5
10937,233,32.5
10940,232,32.5
10944,232,32.5
10947,232,32.5
10951,232,32.5
10955,232,32.5
10959,232,32.5
10963,232,32.5
10967,232,32.5
10971,232,32.5
10975,232,32.5
10979,232,32.5
10983,232,32.5
10987,232,32.5
10990,232,32.5
10994,232,32.5
10997,232,32.5
11001,231,32.5
11005,231,32.5
11009,231,32.5
11013,231,32.5
11017,231,32.5
11021,231,32.5
11025,231,32.5
11030,231,32.5
11034,231,32.5
11038,231,32.5
11042,231,32.5
11046,231,32.5
11050,231,32.5
11054,231,32.5
11058,231,32.6
11062,231,32.6
11066,231,32.6
11071,231,32.6
11075,231,32.6
11079,231,32.6
11084,231,32.6
11088,231,32.6
11092,231,32.7
11096,231,32.7
11101,231,32.7
11105,231,32.7
11110,231,32.8
11114,231,32.8
11119,231,32.8
11123,231,32.9
11128,231,32.9
11133,231,32.9
11137,231,33
11142,231,33
11146,231,33.1
11150,231,33.1
11155,231,33.1
11159,231,33.2
11164,231,33.2
11168,231,33.3
11173,231,33.3
11178,232,33.4
11183,232,33.4
11188,232,33.5
11193,232,33.5
11198,232,33.6
11203,232,33.6
11208,232,33.6
11213,232,33.7
11218,233,33.7
11223,233,33.7
11228,233,33.7
11233,233,33.8
11238,233,33.8
11243,233,33.8
11248,234,33.7
11253,234,33.7
11258,234,33.7
11263,234,33.7
11268,234,33.6
11273,234,33.6
11279,234,33.5
11284,234,33.5
11289,234,33.4
11294,235,33.3
11298,235,33.3
11302,235,33.2
11307,235,33.2
11311,235,33.1
11315,235,33.1
11320,235,33
11324,235,33
11329,235,32.9
11334,235,32.9
11338,235,32.9
11343,235,32.9
11347,235,32.9
11352,235,32.9
11356,235,33
11361,235,33
11365,235,33.1
11369,235,33.2
11374,235,33.3
11379,235,33.4
11384,235,33.5
11389,235,33.6
11395,235,33.8
11402,235,33.9
11409,235,34.1
11416,236,34.2
11423,236,34.3
11430,236,34.5
11436,236,34.6
11442,236,34.8
11448,236,34.9
11453,236,35
11458,236,35.1
11462,236,35.2
11466,236,35.3
11470,236,35.4
11475,236,35.5
11481,236,35.5
11487,236,35.6
11494,236,35.6
11501,236,35.6
11508,236,35.6
11513,236,35.5
11518,236,35.5
11522,237,35.5
11526,237,35.4
11529,237,35.4
11532,237,35.3
11536,237,35.2
11540,237,35.1
11545,237,35
11549,237,34.9
11554,237,34.9
11558,237,34.8
11564,237,34.7
11569,237,34.6
11574,237,34.5
11579,237,34.4
11583,237,34.3
11588,238,34.2
11592,238,34.2
11597,238,34.1
11602,238,34
11607,238,34
11612,238,33.9
11618,238,33.9
11623,239,33.8
11628,239,33.8
11632,239,33.7
11636,239,33.7
11641,239,33.7
11647,240,33.7
11652,240,33.6
11658,240,33.6
11664,240,33.6
11669,240,33.6
11675,241,33.6
11680,241,33.6
11685,241,33.6
11690,241,33.6
11695,241,33.5
11700,241,33.5
11706,242,33.5
11713,242,33.5
11719,242,33.5
11725,242,33.5
11730,242,33.5
11735,242,33.4
11741,243,33.4
11748,243,33.4
11755,243,33.4
11762,243,33.4
11769,243,33.4
11774,243,33.4
11779,243,33.3
11783,243,33.3
11786,243,33.3
11789,243,33.3
11792,243,33.3
11795,243,33.3
11798,243,33.3
11802,243,33.3
11804,243,33.4
11807,243,33.4
11810,243,33.4
11813,243,33.4
11816,243,33.4
11820,243,33.4
11823,243,33.4
11826,243,33.4
11829,243,33.5
11833,243,33.5
11837,243,33.5
11840,243,33.5
11844,243,33.5
11848,243,33.5
11851,243,33.5
11854,243,33.5
11858,243,33.5
11861,243,33.5
11864,243,33.5
11868,243,33.4
11871,243,33.4
11875,243,33.4
11879,243,33.4
11883,243,33.4
11887,243,33.4
11891,243,33.3
11894,243,33.3
11897,243,33.3
11900,243,33.3
11904,243,33.3
11908,243,33.2
11912,243,33.2
11916,243,33.2
11920,243,33.2
11924,243,33.2
11928,242,33.1
11931,242,33.1
11935,242,33.1
11938,242,33.1
11942,242,33.1
11946,242,33.1
11950,242,33.1
11954,242,33
11958,242,33
11962,242,33
11967,242,33
11971,242,33
11975,242,33
11979,242,33
11983,242,33
11988,242,33.1
11992,242,33.1
11996,242,33.1
12000,242,33.1
12004,242,33.1
12008,242,33.2
12012,242,33.2
12016,242,33.2
12020,242,33.2
12025,242,33.3
12029,242,33.3
12033,242,33.3
12038,242,33.4
12042,242,33.4
12047,242,33.4
12051,242,33.5
12055,242,33.5
12059,242,33.5
12063,242,33.6
12067,242,33.6
12072,242,33.6
12076,242,33.6
12080,242,33.6
12084,242,33.6
12089,242,33.6
12094,242,33.6
12098,242,33.6
12103,242,33.6
12107,242,33.6
12111,242,33.6
12116,242,33.6
12120,242,33.6
12124,242,33.6
12128,242,33.6
12132,242,33.6
12136,242,33.6
12140,242,33.5
12144,242,33.5
12148,242,33.5
12151,242,33.5
12155,242,33.5
12159,242,33.5
12163,242,33.5
12167,242,33.5
12170,242,33.5
12174,242,33.5
12177,242,33.5
12181,242,33.5
12184,242,33.6
12188,242,33.6
12192,242,33.6
12196,242,33.6
12200,242,33.6
12203,242,33.6
12207,242,33.6
12211,242,33.7
12214,242,33.7
12218,242,33.7
12221,242,33.7
12225,242,33.7
12229,242,33.7
12233,242,33.7
12237,242,33.7
12241,242,33.7
12245,242,33.7
12249,242,33.7
12252,242,33.7
12256,242,33.7
12260,242,33.7
12263,242,33.7
12267,242,33.6
12270,242,33.6
12273,242,33.6
12277,242,33.6
12281,242,33.5
12285,242,33.5
12290,242,33.5
12294,242,33.4
12298,242,33.4
12301,242,33.4
12305,243,33.3
12308,243,33.3
12312,243,33.3
12316,243,33.2
12320,243,33.2
12323,243,33.2
12326,243,33.2
12330,243,33.2
12334,243,33.1
12337,243,33.1
12341,243,33.1
12345,243,33.1
12350,243,33.1
12354,243,33
12358,243,33
12362,243,33
12366,243,33
12369,243,32.9
12372,243,32.9
12376,243,32.8
12380,243,32.8
12384,244,32.7
12388,244,32.7
12391,244,32.6
12395,244,32.6
12399,244,32.5
12402,244,32.4
12406,244,32.3
12411,244,32.3
12415,244,32.2
12419,244,32.1
12423,244,32
12427,244,31.9
12431,243,31.8
12436,243,31.7
12440,243,31.7
12444,243,31.6
12448,243,31.5
12452,243,31.4
12456,243,31.3
12459,243,31.3
12463,243,31.2
12466,243,31.2
12470,243,31.1
12474,243,31.1
12478,243,31
12482,243,31
12487,243,31
12491,243,31
12495,243,31
12499,243,31
12503,243,31
12507,242,31
12511,242,31
12516,242,31
12520,242,31
12524,242,31
12528,242,31
12532,242,31.1
12536,242,31.1
12541,242,31.1
12545,242,31.1
12550,242,31.2
12554,242,31.2
12559,242,31.2
12564,242,31.2
12568,242,31.2
12572,241,31.3
12576,241,31.3
12580,241,31.3
12584,241,31.3
12588,241,31.3
12592,241,31.3
12596,241,31.3
12600,241,31.2
12604,241,31.2
12608,241,31.2
12613,240,31.2
12617,240,31.1
12621,240,31.1
12625,240,31
12629,240,31
12634,240,30.9
12638,239,30.9
12642,239,30.8
12647,239,30.7
12651,239,30.7
12656,239,30.6
12661,239,30.5
12665,238,30.5
12669,238,30.4
12674,238,30.3
12678,238,30.3
12682,237,30.2
12686,237,30.1
12690,237,30.1
12695,237,30
12699,237,30
12703,236,29.9
12707,236,29.9
12712,236,29.9
12716,236,29.9
12720,235,29.8
12724,235,29.8
12728,235,29.8
12732,235,29.8
12735,235,29.8
12739,234,29.8
12743,234,29.9
12747,234,29.9
12752,234,29.9
12756,234,29.9
12760,233,30
12764,233,30
12768,233,30
12771,233,30.1
12775,233,30.1
12779,232,30.1
12783,232,30.2
12788,232,30.2
12792,232,30.2
12796,232,30.3
12800,231,30.3
12804,231,30.3
12808,231,30.4
12812,231,30.4
12816,231,30.5
12821,230,30.5
12826,230,30.6
12832,230,30.6
12838,230,30.7
12844,230,30.7
12850,229,30.8
12856,229,30.9
12861,229,31
12866,229,31
12871,229,31.1
12876,228,31.2
12880,228,31.3
12885,228,31.4
12889,228,31.4
12893,228,31.5
12898,228,31.6
12902,228,31.7
12906,228,31.8
12910,227,31.9
12916,227,32
12921,227,32
12928,227,32.1
12934,227,32.2
12940,227,32.3
12944,227,32.4
12948,227,32.5
12951,227,32.5
12954,226,32.6
12959,226,32.7
12963,226,32.8
12968,226,32.8
12972,226,32.9
12977,226,33
12982,226,33
12987,226,33.1
12992,226,33.2
12998,226,33.2
13003,226,33.3
13008,226,33.3
13013,226,33.3
13017,226,33.4
13022,226,33.4
13027,226,33.4
13032,226,33.4
13037,226,33.4
13042,226,33.4
13046,226,33.4
13051,226,33.4
13057,227,33.3
13063,227,33.3
13070,227,33.3
13076,227,33.2
13082,227,33.2
13086,227,33.1
13090,227,33.1
13092,227,33
13095,227,33
13100,227,32.9
13105,227,32.9
13112,227,32.8
13119,227,32.8
13126,227,32.7
13133,227,32.7
13140,227,32.7
13145,227,32.7
13150,227,32.7
13154,227,32.7
13158,227,32.7
13163,226,32.7
13169,226,32.7
13176,226,32.7
13182,226,32.8
13188,225,32.8
13193,225,32.8
13198,225,32.9
13201,224,32.9
13205,224,33
13209,224,33
13214,223,33.1
13220,223,33.1
13227,223,33.2
13234,222,33.2
13242,222,33.3
13249,222,33.3
13256,222,33.4
13263,221,33.4
13268,221,33.4
13272,221,33.5
13276,221,33.5
13279,221,33.5
13283,220,33.5
13288,220,33.6
13293,220,33.6
13298,220,33.6
13303,220,33.6
13308,220,33.7
13312,219,33.7
13317,219,33.7
13322,219,33.7
13328,219,33.7
13334,219,33.8
13339,219,33.8
13344,219,33.8
13348,219,33.8
13351,219,33.8
13354,218,33.8
13358,218,33.9
13362,218,33.9
13366,218,33.9
13370,218,33.9
13374,218,33.9
13378,218,33.9
13382,218,33.9
13386,218,33.9
13390,218,33.9
13394,218,33.9
13398,218,33.9
13402,218,33.8
13406,218,33.8
13410,218,33.8
13414,218,33.8
13419,218,33.8
13424,219,33.8
13428,219,33.8
13433,219,33.7
13438,219,33.7
13444,220,33.7
13451,220,33.7
13459,220,33.7
13466,220,33.7
13472,221,33.7
13478,221,33.7
13483,221,33.7
13488,222,33.8
13494,222,33.8
13501,222,33.8
13508,223,33.8
13515,223,33.8
13521,223,33.8
13527,224,33.8
13533,224,33.8
13540,224,33.8
13547,224,33.8
13553,225,33.8
13560,225,33.8
13565,225,33.8
13570,225,33.8
13573,225,33.7
13576,225,33.7
13578,225,33.7
13581,225,33.6
13584,225,33.5
13588,225,33.5
13592,225,33.4
13595,225,33.3
13599,225,33.3
13602,225,33.2
13607,225,33.1
13611,225,33
13616,225,33
13620,225,32.9
13625,225,32.8
13629,225,32.7
13633,225,32.7
13637,225,32.6
13641,225,32.5
13644,225,32.5
13648,225,32.4
13651,225,32.4
13655,225,32.3
13658,225,32.3
13661,225,32.2
13665,225,32.2
13669,225,32.2
13673,225,32.2
13677,225,32.1
13683,225,32.1
13689,225,32.1
13695,225,32.1
13701,225,32.1
13707,225,32.1
13712,226,32.1
13716,226,32.1
13720,226,32.1
13723,226,32.1
13727,226,32.1
13732,227,32.1
13737,227,32.1
13742,227,32.1
13746,227,32.1
13751,227,32.1
13755,228,32.1
13759,228,32.1
13764,228,32.2
13768,228,32.2
13773,228,32.2
13777,229,32.2
13782,229,32.2
13786,229,32.2
13791,229,32.2
13795,229,32.1
13799,229,32.1
13803,229,32.1
13807,229,32.1
13812,229,32.1
13816,229,32.1
13821,229,32.1
13825,229,32
13830,229,32
13834,229,32
13838,229,32
13842,229,32
13847,229,32
13851,229,31.9
13855,229,31.9
13859,229,31.9
13864,229,31.9
13869,229,31.9
13874,229,31.9
13879,229,31.9
13884,229,31.9
13889,229,31.9
13894,229,31.9
13900,229,31.9
13905,229,31.9
13910,229,31.9
13916,229,31.9
13921,230,31.9
13926,230,31.9
13932,230,31.9
13938,230,31.9
13943,230,31.9
13949,230,31.9
13954,230,31.9
13960,230,31.9
13965,230,31.9
13970,231,31.9
13975,231,31.8
13980,231,31.8
13986,231,31.8
13992,231,31.8
13998,231,31.7
14005,231,31.7
14012,231,31.7
14018,232,31.6
14025,232,31.6
14031,232,31.6
14038,232,31.5
14044,232,31.5
14050,232,31.4
14056,232,31.4
14060,232,31.4
14064,232,31.3
14068,232,31.3
14073,232,31.2
14077,232,31.2
14082,232,31.1
14087,232,31.1
14092,232,31.1
14097,232,31
14102,231,31
14107,231,31
14112,231,30.9
14117,231,30.9
14122,231,30.9
14128,231,30.8
14133,230,30.8
14138,230,30.8
14142,230,30.7
14146,230,30.7
14150,230,30.7
14155,230,30.6
14161,230,30.6
14167,230,30.6
14169,229,30.5
14173,229,30.5
14179,229,30.5
14185,229,30.5
14190,229,30.4
14196,229,30.4
14200,229,30.4
14206,229,30.4
14212,230,30.3
14218,230,30.3
14223,230,30.3
14228,230,30.3
14234,230,30.3
14239,231,30.3
14244,231,30.3
14248,231,30.3
14252,231,30.3
14257,232,30.3
14262,232,30.3
14267,232,30.3
14272,233,30.3
14278,233,30.3
14283,234,30.3
14290,234,30.3
14297,234,30.3
14304,235,30.3
14310,235,30.3
14316,235,30.3
14322,236,30.3
14326,236,30.3
14330,236,30.3
14334,237,30.3
14338,237,30.3
14342,237,30.3
14346,237,30.3
14349,238,30.3
14353,238,30.3
14356,238,30.3
14360,238,30.3
14363,238,30.3
14367,238,30.3
14370,239,30.3
14374,239,30.3
14377,239,30.3
14380,239,30.4
14384,239,30.4
14387,239,30.4
14391,240,30.4
14394,240,30.5
14398,240,30.5
14402,240,30.5
14406,240,30.5
14410,241,30.6
14414,241,30.6
14418,241,30.6
14423,241,30.6
14427,241,30.7
14431,242,30.7
14435,242,30.7
14439,242,30.7
14443,242,30.7
14447,243,30.7
14450,243,30.7
14453,243,30.7
14456,244,30.7
14460,244,30.7
14463,244,30.7
14466,244,30.7
14469,245,30.7
14473,245,30.6
14477,245,30.6
14481,246,30.6
14485,246,30.6
14488,246,30.6
14492,247,30.6
14496,247,30.5
14500,247,30.5
14504,248,30.5
14508,248,30.5
14512,248,30.5
14516,249,30.5
14520,249,30.5
14524,249,30.5
14528,250,30.5
14532,250,30.5
14536,250,30.5
14539,250,30.5
14543,251,30.5
14546,251,30.5
14550,251,30.5
14554,252,30.6
14558,252,30.6
14561,252,30.6
14565,252,30.6
14569,253,30.6
14573,253,30.6
14577,253,30.6
14580,253,30.6
14584,254,30.7
14588,254,30.7
14592,254,30.7
14596,254,30.7
14599,254,30.7
14603,255,30.7
14607,255,30.7
14610,255,30.7
14614,255,30.6
14618,255,30.6
14621,255,30.6
14625,256,30.6
14629,256,30.6
14633,256,30.6
14637,256,30.6
14641,256,30.6
14644,256,30.5
14648,256,30.5
14653,256,30.5
14657,257,30.5
14660,257,30.5
14664,257,30.4
14668,257,30.4
14672,257,30.4
14676,257,30.4
14679,257,30.4
14683,257,30.3
14687,257,30.3
14691,257,30.3
14694,257,30.3
14698,257,30.3
14702,258,30.2
14706,258,30.2
14710,258,30.2
14714,258,30.1
14718,258,30.1
14722,258,30.1
14726,258,30
14730,258,30
14734,258,29.9
14738,258,29.9
14742,258,29.8
14746,258,29.8
14750,258,29.7
14754,258,29.6
14758,258,29.6
14763,258,29.5
14767,258,29.4
14771,258,29.4
14775,258,29.3
14779,258,29.2
14783,258,29.1
14787,258,29.1
14791,258,29
14795,258,28.9
14799,258,28.9
14803,258,28.8
14807,258,28.8
14812,258,28.7
14816,258,28.7
14820,258,28.6
14824,258,28.6
14828,258,28.6
14832,258,28.5
14836,258,28.5
14841,258,28.5
14845,259,28.5
14849,259,28.5
14853,259,28.5
14858,259,28.5
14862,259,28.5
14866,259,28.5
14869,259,28.5
14873,259,28.6
14878,259,28.6
14882,259,28.6
14886,259,28.6
14890,259,28.6
14895,260,28.6
14900,260,28.6
14904,260,28.5
14909,260,28.5
14913,260,28.5
14917,260,28.5
14921,260,28.4
14926,260,28.4
14930,260,28.3
14934,260,28.3
14939,260,28.2
14943,260,28.1
14947,260,28.1
14952,260,28
14956,260,27.9
14960,260,27.8
14965,260,27.7
14969,260,27.6
14973,259,27.5
14977,259,27.3
14981,259,27.2
14986,259,27.1
14990,259,27
14995,259,26.9
14999,259,26.8
15004,258,26.7
15008,258,26.6
15013,258,26.5
15017,258,26.4
15022,257,26.3
15026,257,26.2
15030,257,26.2
15034,257,26.1
15038,257,26
15043,256,26
15047,256,25.9
15051,256,25.9
15056,256,25.9
15060,255,25.8
15064,255,25.8
15068,255,25.8
15073,255,25.7
15077,255,25.7
15082,254,25.7
15086,254,25.6
15091,254,25.6
15095,254,25.5
15100,254,25.5
15104,254,25.4
15108,253,25.4
15113,253,25.3
15117,253,25.2
15122,253,25.1
15126,252,25.1
15131,252,25
15136,252,24.9
15140,252,24.7
15145,251,24.6
15150,251,24.5
15154,251,24.4
15158,250,24.3
15162,250,24.1
15167,250,24
15171,249,23.9
15176,249,23.8
15180,249,23.6
15185,248,23.5
15190,248,23.4
15194,248,23.3
15198,247,23.1
15203,247,23
15207,247,22.9
15212,246,22.8
15216,246,22.7
15221,246,22.6
15225,245,22.5
15230,245,22.4
15235,245,22.3
15239,244,22.2
15244,244,22.1
15248,244,22
15252,243,21.9
15257,243,21.8
15262,243,21.8
15266,243,21.7
15270,242,21.6
15274,242,21.5
15279,242,21.4
15283,242,21.4
15287,242,21.3
15291,242,21.2
15296,241,21.2
15300,241,21.1
15304,241,21.1
15309,241,21
15313,241,21
15318,241,20.9
15322,241,20.9
15326,241,20.8
15330,241,20.8
15334,241,20.8
15339,241,20.8
15343,240,20.7
15348,240,20.7
15352,240,20.7
15356,240,20.7
15360,240,20.7
15365,240,20.7
15369,240,20.7
15374,240,20.7
15378,240,20.7
15382,240,20.7
15386,240,20.7
15391,240,20.7
15395,240,20.7
15400,239,20.7
15404,239,20.7
15409,239,20.7
15413,239,20.7
15418,239,20.7
15422,239,20.7
15426,239,20.7
15430,239,20.7
15434,239,20.7
15438,239,20.7
15442,238,20.7
15446,238,20.7
15450,238,20.7
15454,238,20.7
15458,238,20.7
15463,238,20.7
15467,238,20.8
15471,238,20.8
15476,238,20.8
15480,238,20.8
15484,238,20.8
15489,238,20.8
15493,237,20.8
15497,237,20.8
15501,237,20.8
15505,237,20.8
15510,237,20.8
15514,237,20.8
15517,237,20.8
15521,237,20.8
15525,237,20.8
15529,237,20.8
15533,237,20.8
15537,237,20.8
15541,237,20.8
15545,237,20.8
15549,237,20.8
15554,237,20.8
15558,237,20.8
15563,237,20.8
15567,237,20.8
15571,237,20.8
15575,237,20.8
15579,238,20.8
15584,238,20.8
15588,238,20.9
15592,238,20.9
15597,238,20.9
15601,238,20.9
15604,238,20.9
15608,238,20.9
15612,238,20.9
15616,239,21
15619,239,21
15623,239,21
15627,239,21
15631,239,21
15635,240,21
15639,240,21
15643,240,21
15648,240,21
15652,241,21
15656,241,21
