geopotential height_m,wind direction_degree,wind speed_m/s
22761,127,4.9
22766,128,5
22772,129,5.1
22777,130,5.3
22782,131,5.4
22787,132,5.5
22793,133,5.6
22798,134,5.7
22803,134,5.8
22809,135,5.9
22814,136,6
22820,137,6.1
22826,138,6.2
22831,139,6.3
22836,141,6.4
22841,142,6.4
22846,143,6.5
22851,144,6.6
22857,145,6.6
22862,146,6.7
22868,147,6.7
22873,148,6.7
22879,149,6.8
22884,151,6.8
22890,152,6.8
22896,153,6.8
22901,155,6.8
22907,156,6.8
22912,157,6.8
22917,159,6.8
22922,160,6.8
22927,161,6.7
22932,163,6.7
22936,164,6.7
22941,166,6.6
22946,167,6.6
22951,168,6.5
22956,170,6.5
22961,171,6.5
22966,173,6.4
22972,174,6.4
22977,175,6.4
22982,177,6.3
22987,178,6.3
22992,179,6.3
22997,180,6.3
23002,180,6.3
23006,181,6.3
23011,182,6.3
23016,182,6.3
23021,183,6.3
23026,183,6.4
23032,183,6.4
23037,183,6.4
23042,183,6.5
23047,183,6.5
23052,183,6.5
23058,182,6.6
23062,182,6.6
23067,182,6.7
23072,182,6.7
23076,181,6.8
23080,181,6.8
23085,181,6.8
23089,181,6.9
23093,181,6.9
23098,181,6.9
23102,181,6.9
23106,181,6.9
23110,181,6.8
23115,182,6.8
23120,182,6.8
23126,183,6.7
23130,183,6.6
23135,184,6.6
23140,185,6.5
23145,186,6.4
23150,187,6.3
23155,188,6.2
23160,189,6.1
23165,190,5.9
23170,192,5.8
23174,193,5.7
23179,194,5.6
23184,195,5.4
23189,197,5.3
23193,198,5.2
23197,200,5.1
23202,201,4.9
23206,202,4.8
23211,204,4.7
23216,205,4.5
23221,207,4.4
23225,208,4.3
23230,209,4.2
23234,211,4
23239,213,3.9
23244,214,3.8
23248,216,3.7
23253,218,3.5
23258,220,3.4
23263,222,3.3
23268,224,3.2
23273,226,3.1
23277,229,3
23282,232,2.9
23286,235,2.8
23291,238,2.7
23296,241,2.6
23301,245,2.6
23306,249,2.5
23311,253,2.5
23316,257,2.4
23320,261,2.4
23325,265,2.4
23330,268,2.4
23335,272,2.4
23340,276,2.4
23344,280,2.4
23349,283,2.4
23353,286,2.4
23358,289,2.4
23362,292,2.4
23367,294,2.4
23371,296,2.4
23376,298,2.4
23380,300,2.4
23385,302,2.4
23390,303,2.3
23395,304,2.3
23400,306,2.3
23404,306,2.2
23409,307,2.2
23414,307,2.1
23418,308,2
23423,308,1.9
23428,307,1.8
23432,307,1.7
23436,305,1.6
23440,304,1.5
23444,302,1.4
23448,300,1.3
23453,296,1.2
23458,292,1.1
23463,287,1
23468,281,1
23472,273,0.9
23477,265,0.9
23482,257,0.9
23486,249,0.9
23491,241,0.9
23495,234,0.9
23500,229,1
23504,224,1.1
23509,221,1.1
23514,218,1.2
23519,216,1.3
23524,215,1.3
23529,214,1.4
23534,214,1.4
23538,214,1.5
23542,215,1.5
23546,216,1.5
23551,217,1.5
23556,219,1.5
23561,221,1.5
23565,224,1.5
23570,227,1.5
23575,231,1.4
23579,236,1.4
23584,241,1.4
23589,247,1.3
23594,254,1.3
23598,261,1.3
23603,268,1.4
23608,275,1.4
23613,283,1.5
23617,289,1.5
23622,296,1.6
23626,301,1.8
23631,306,1.9
23636,310,2
23641,314,2.2
23646,317,2.3
23650,320,2.5
23655,323,2.6
23660,325,2.8
23665,327,2.9
23670,329,3
23674,330,3.1
23679,331,3.2
23684,333,3.3
23688,334,3.4
23693,335,3.5
23698,336,3.5
23703,337,3.6
23708,338,3.6
23713,339,3.6
23718,340,3.6
23722,341,3.6
23727,342,3.6
23732,343,3.6
23738,344,3.5
23743,345,3.5
23748,346,3.4
23752,347,3.4
23757,348,3.3
23762,350,3.2
23767,351,3.1
23772,353,3
23777,355,3
23782,357,2.9
23787,359,2.8
23792,2,2.7
23797,5,2.6
23802,8,2.5
23807,12,2.5
23812,16,2.4
23817,20,2.4
23822,24,2.3
23828,28,2.3
23833,33,2.3
23838,37,2.3
23842,42,2.4
23847,46,2.4
23851,50,2.5
23856,54,2.6
23861,58,2.7
23866,61,2.8
23871,63,2.9
23876,66,3
23881,68,3.1
23886,70,3.2
23890,72,3.3
23896,73,3.5
23901,74,3.6
23907,75,3.7
23912,76,3.8
23917,76,3.9
23922,77,4
23927,77,4.1
23932,77,4.2
23937,77,4.2
23942,77,4.3
23947,76,4.3
23952,76,4.4
23957,75,4.4
23963,74,4.5
23968,73,4.5
23972,72,4.5
23977,71,4.6
23982,70,4.6
23986,68,4.6
23992,67,4.6
23997,66,4.7
24003,64,4.7
24008,63,4.7
24014,61,4.8
24019,60,4.8
24024,58,4.9
24029,57,4.9
24034,56,4.9
24040,54,5
24046,53,5
24051,53,5.1
24057,52,5.2
24062,51,5.2
24067,51,5.3
24072,51,5.3
24077,51,5.3
24082,51,5.4
24087,51,5.4
24092,51,5.4
24097,52,5.4
24102,53,5.5
24107,54,5.5
24112,55,5.5
24118,56,5.5
24123,57,5.5
24128,59,5.5
24133,60,5.5
24138,62,5.5
24142,64,5.5
24148,66,5.5
24153,68,5.5
24158,70,5.5
24163,72,5.5
24168,74,5.5
24173,76,5.6
24179,78,5.6
24184,80,5.6
24190,82,5.7
24195,84,5.8
24201,85,5.8
24206,87,5.9
24212,89,6
24217,91,6
24222,92,6.1
24227,94,6.2
24232,95,6.3
24237,97,6.4
24242,98,6.5
24247,100,6.6
24253,101,6.8
24258,102,6.9
24263,103,7
24268,104,7.1
24274,105,7.2
24280,106,7.3
24285,107,7.5
24291,108,7.6
24296,109,7.7
24301,110,7.8
24306,111,7.9
24311,112,8
24316,112,8
24321,113,8.1
24326,114,8.2
24331,114,8.2
24336,115,8.3
24341,116,8.3
24347,117,8.3
24352,117,8.3
24356,117,8.3
24362,118,8.3
24367,118,8.2
24372,119,8.2
24376,119,8.1
24382,119,8.1
24387,120,8
24392,120,7.9
24397,120,7.8
24402,120,7.7
24407,120,7.6
24412,120,7.4
24418,120,7.3
24423,120,7.2
24428,120,7
24433,119,6.9
24438,119,6.7
24443,119,6.6
24448,118,6.4
24453,117,6.3
24458,117,6.1
24463,116,5.9
24468,115,5.8
24474,114,5.6
24479,112,5.5
24484,111,5.4
24489,110,5.2
24494,108,5.1
24499,106,5
24504,104,4.9
24509,102,4.8
24514,100,4.7
24519,98,4.6
24524,96,4.6
24529,93,4.5
24534,91,4.5
24539,88,4.5
24544,85,4.5
24549,83,4.5
24553,80,4.5
24558,78,4.6
24562,76,4.6
24567,73,4.7
24571,71,4.8
24576,69,4.9
24581,67,5
24586,65,5.2
24591,64,5.3
24596,62,5.4
24600,61,5.6
24605,59,5.8
24610,58,5.9
24615,57,6.1
24620,56,6.3
24626,55,6.5
24631,54,6.7
24636,54,6.8
24640,53,7
24645,53,7.2
24650,52,7.4
24655,52,7.6
24660,52,7.7
24664,51,7.9
24669,51,8
24673,51,8.1
24678,51,8.3
24682,51,8.4
24687,51,8.5
24692,51,8.5
24696,51,8.6
24701,51,8.7
24706,51,8.7
24711,52,8.7
24715,52,8.7
24719,52,8.7
24724,52,8.7
24728,53,8.6
24733,53,8.6
24738,53,8.5
24743,54,8.4
24748,54,8.4
24752,55,8.3
24758,56,8.2
24763,56,8.1
24768,57,8
24772,58,7.8
24777,59,7.7
24782,59,7.6
24786,60,7.5
24791,61,7.4
24796,63,7.3
24801,64,7.2
24807,65,7.1
24812,66,7
24817,68,6.9
24822,69,6.9
24827,70,6.8
24832,72,6.7
24838,73,6.7
24843,75,6.7
24848,76,6.7
24852,78,6.6
24857,79,6.6
24862,81,6.6
24866,82,6.7
24870,83,6.7
24875,85,6.7
24880,86,6.7
24884,88,6.8
24889,89,6.8
24894,90,6.8
24900,91,6.9
24905,92,6.9
24909,94,7
24914,95,7
24918,96,7
24922,97,7.1
24927,98,7.1
24931,99,7.1
24936,101,7.2
24940,102,7.2
24945,103,7.2
24950,104,7.2
24955,105,7.3
24960,106,7.3
24964,108,7.3
24969,109,7.4
24974,110,7.4
24978,111,7.4
24983,113,7.4
24988,114,7.5
24992,115,7.5
24998,116,7.6
25003,117,7.6
25008,118,7.6
25013,120,7.7
25018,121,7.7
25023,122,7.8
25028,123,7.8
25033,124,7.9
25038,125,7.9
25043,126,8
25047,126,8
25052,127,8.1
25056,128,8.1
25061,129,8.2
25066,130,8.2
25071,130,8.3
25076,131,8.3
25080,132,8.4
25085,132,8.4
25090,133,8.4
25096,134,8.5
25101,134,8.5
25106,135,8.5
25111,136,8.6
25116,136,8.6
25122,137,8.6
25127,138,8.6
25133,138,8.7
25138,139,8.7
25144,140,8.7
25149,140,8.7
25154,141,8.7
25159,142,8.8
25164,142,8.8
25169,143,8.8
25174,144,8.8
25179,144,8.8
25184,145,8.8
25189,146,8.8
25195,146,8.8
25200,147,8.7
25206,148,8.7
25211,148,8.7
25216,149,8.6
25222,149,8.6
25227,150,8.5
25232,150,8.4
25237,151,8.3
25242,151,8.2
25248,151,8.1
25254,152,8
25259,152,7.9
25264,152,7.7
25270,152,7.6
25275,152,7.4
25280,152,7.2
25285,152,7
25291,152,6.9
25296,152,6.7
25302,151,6.5
25308,151,6.3
25313,150,6.1
25318,150,5.9
25323,149,5.7
25328,148,5.5
25333,147,5.3
25339,146,5.1
25344,144,4.9
25350,142,4.7
25356,140,4.6
25361,138,4.4
25367,136,4.3
25373,134,4.2
25379,131,4
25385,128,4
25390,125,3.9
25395,122,3.8
25401,119,3.8
25406,115,3.8
25412,112,3.8
25418,109,3.8
25424,106,3.8
25429,103,3.9
25434,100,4
25440,97,4
25445,95,4.1
25451,92,4.3
25456,90,4.4
25462,88,4.5
25466,87,4.7
25472,85,4.8
25477,83,5
25482,82,5.1
25487,81,5.3
25493,80,5.5
25499,79,5.6
25504,78,5.8
25510,78,6
25516,77,6.1
25522,77,6.3
25528,77,6.4
25533,76,6.6
25539,76,6.7
25544,76,6.8
25550,76,7
25556,76,7.1
25562,77,7.1
25567,77,7.2
25573,77,7.3
25578,78,7.4
25583,78,7.4
25588,79,7.5
25594,80,7.5
25599,80,7.5
25605,81,7.5
25611,82,7.6
25616,83,7.6
25622,84,7.6
25628,85,7.6
25633,87,7.6
25639,88,7.6
25644,89,7.6
25650,90,7.6
25655,92,7.6
25661,93,7.6
25667,94,7.7
25673,95,7.7
25679,97,7.7
25685,98,7.7
25690,99,7.8
25695,100,7.8
25700,102,7.9
25706,103,7.9
25711,104,7.9
25717,105,8
25722,106,8
25728,107,8.1
25734,108,8.1
25739,109,8.1
25745,110,8.2
25750,111,8.2
25756,112,8.2
25762,112,8.2
25768,113,8.2
25773,114,8.2
25778,115,8.2
25784,116,8.2
25789,116,8.1
25795,117,8.1
25800,118,8.1
25805,119,8
25810,119,8
25815,120,7.9
25820,121,7.8
25826,122,7.8
25831,122,7.7
25837,123,7.6
25842,124,7.5
25848,124,7.4
25854,125,7.3
25860,126,7.2
25865,126,7.1
25870,127,7
25875,127,6.8
25880,128,6.7
25885,128,6.6
25891,128,6.5
25896,129,6.4
25902,129,6.2
25908,129,6.1
25913,129,6
25919,129,5.9
25924,129,5.7
25930,129,5.6
25936,129,5.5
25941,129,5.4
25947,128,5.3
25952,128,5.2
25957,127,5.1
25962,127,5
25967,126,4.9
25972,125,4.9
25977,124,4.8
25982,124,4.8
25988,123,4.8
25993,122,4.7
25998,121,4.7
26004,120,4.7
26009,119,4.8
26014,119,4.8
26019,118,4.8
26025,117,4.9
26030,117,4.9
26035,116,5
26041,116,5.1
26046,116,5.1
26051,116,5.2
26057,116,5.3
26062,116,5.4
26067,116,5.5
26073,116,5.6
26078,116,5.7
26084,116,5.8
26089,116,5.9
26094,116,6
26099,116,6.1
26104,116,6.2
26109,116,6.3
26114,116,6.4
26120,116,6.5
26125,116,6.5
26130,116,6.6
26135,116,6.6
26140,116,6.7
26145,115,6.7
26150,115,6.7
26155,115,6.7
26160,114,6.7
26165,114,6.7
26170,113,6.6
26176,113,6.6
26181,112,6.5
26186,111,6.5
26191,111,6.4
26196,110,6.3
26202,109,6.3
26207,108,6.2
26212,107,6.1
26216,106,6
26221,105,6
26226,104,5.9
26232,103,5.8
26237,102,5.8
26243,101,5.7
26248,100,5.7
26253,99,5.7
26258,98,5.6
26264,97,5.6
26269,96,5.6
26274,95,5.6
26279,94,5.6
26284,93,5.7
26289,93,5.7
26294,92,5.7
26298,92,5.8
26303,92,5.8
26308,91,5.9
26313,91,6
26319,91,6
26324,92,6.1
26330,92,6.2
26335,92,6.2
26340,93,6.3
26345,94,6.4
26350,94,6.4
26356,95,6.5
26361,96,6.6
26366,97,6.7
26371,98,6.7
26376,99,6.8
26381,100,6.9
26386,101,6.9
26392,103,7
26397,104,7.1
26402,105,7.1
26408,106,7.2
26413,107,7.3
26418,109,7.3
26424,110,7.4
26429,111,7.4
26434,112,7.5
26440,113,7.5
26445,113,7.6
26450,114,7.6
26455,115,7.6
26460,115,7.6
26465,116,7.6
26470,116,7.6
26475,116,7.5
26480,117,7.5
26485,117,7.4
26490,117,7.3
26495,116,7.2
26500,116,7.1
26505,116,7
26510,115,6.9
26516,115,6.7
26521,114,6.6
26526,113,6.4
26531,112,6.3
26536,111,6.1
26542,110,5.9
26547,109,5.7
26553,107,5.5
26559,105,5.4
26564,103,5.2
26569,101,5
26574,99,4.9
26579,97,4.7
26584,94,4.6
26590,92,4.5
26595,89,4.4
26601,86,4.3
26606,84,4.3
26611,81,4.2
26616,79,4.2
26620,77,4.2
26626,74,4.2
26631,73,4.2
26637,71,4.2
26642,70,4.3
26648,68,4.3
26653,68,4.4
26658,67,4.4
26663,66,4.5
26668,66,4.5
26673,66,4.6
26679,66,4.6
26684,66,4.7
26690,66,4.7
26696,66,4.8
26701,66,4.8
26706,66,4.9
26712,66,4.9
26717,66,5
26723,66,5
26729,66,5.1
26734,66,5.1
26740,65,5.1
26745,65,5.2
26750,64,5.2
26755,64,5.2
26760,63,5.2
26766,62,5.3
26771,61,5.3
26777,60,5.4
26782,59,5.4
26787,58,5.5
26792,56,5.5
26798,55,5.6
26803,54,5.7
26808,53,5.7
26814,52,5.8
26819,51,5.9
26824,50,6
26829,49,6.2
26834,48,6.3
26840,48,6.4
26845,47,6.5
26851,47,6.6
26856,47,6.8
26862,46,6.9
26868,46,7
26874,46,7.1
26879,47,7.3
26884,47,7.4
26890,47,7.5
26895,47,7.7
26900,48,7.8
26906,48,7.9
26911,49,8
26917,50,8.2
26922,50,8.3
26927,51,8.4
26932,52,8.5
26938,52,8.7
26942,53,8.8
26948,54,8.9
26953,55,9.1
26958,56,9.2
26964,56,9.4
26970,57,9.5
26976,58,9.6
26981,59,9.8
26987,60,9.9
26992,60,10.1
26998,61,10.2
27003,62,10.4
27008,63,10.5
27014,63,10.6
27016,64,10.7
27019,64,10.7
27024,65,10.9
27030,65,11
27035,66,11.1
27040,67,11.2
27045,67,11.3
27050,68,11.3
27056,68,11.4
27061,69,11.4
27066,69,11.5
27072,70,11.5
27077,70,11.5
27082,71,11.5
27088,71,11.5
27094,72,11.5
27100,72,11.5
27105,73,11.4
27110,73,11.4
27116,74,11.3
27121,74,11.3
27126,75,11.2
27131,75,11.1
27137,76,11.1
27142,77,11
27148,77,10.9
27154,78,10.8
27159,79,10.8
27165,79,10.7
27170,80,10.6
27176,81,10.6
27181,81,10.5
27186,82,10.4
27192,83,10.3
27197,84,10.3
27202,84,10.2
27208,85,10.1
27213,86,10.1
27218,86,10
27224,87,9.9
27229,87,9.8
27234,88,9.8
27239,88,9.7
27244,89,9.6
27250,89,9.5
27255,90,9.4
27261,90,9.3
27266,91,9.2
27272,91,9.1
27277,91,9
27282,91,8.9
27287,92,8.8
27293,92,8.7
27298,92,8.6
27304,92,8.4
27309,92,8.3
27315,92,8.2
27320,92,8.1
27326,92,8
27331,91,7.8
27336,91,7.7
27341,91,7.6
27346,90,7.5
27352,90,7.4
27357,89,7.4
27363,88,7.3
27368,88,7.2
27373,87,7.2
27378,86,7.1
27383,85,7.1
27388,85,7
27394,84,7
27399,83,7
27404,82,7
27409,82,7
27414,81,7
27419,80,7
27425,80,7
27430,79,7
27435,79,7
27440,78,7.1
27446,78,7.1
27451,78,7.1
27456,78,7.1
27461,78,7.1
27466,78,7.1
27471,79,7.1
27476,79,7.1
27480,80,7.1
27486,80,7
27491,81,7
27496,81,7
27501,82,6.9
27506,83,6.9
27512,84,6.8
27517,85,6.8
27522,86,6.7
27527,87,6.7
27532,88,6.6
27537,89,6.6
27542,90,6.5
27548,91,6.4
27554,92,6.4
27559,93,6.3
27564,94,6.2
27569,94,6.2
27574,95,6.1
27580,95,6.1
27585,96,6
27590,96,6
27596,96,5.9
27602,96,5.9
27608,96,5.8
27613,96,5.8
27619,96,5.7
27625,95,5.7
27630,95,5.7
27635,94,5.6
27640,93,5.6
27645,93,5.6
27651,92,5.6
27656,91,5.6
27662,90,5.6
27667,89,5.6
27672,87,5.6
27677,86,5.6
27682,85,5.6
27688,84,5.6
27693,83,5.6
27698,82,5.6
27704,81,5.6
27709,80,5.6
27714,79,5.7
27720,78,5.7
27725,77,5.7
27731,76,5.6
27736,75,5.6
27742,74,5.6
27747,73,5.6
27752,72,5.6
27758,71,5.5
27763,70,5.5
27768,70,5.4
27774,69,5.4
27779,68,5.3
27784,67,5.3
27789,66,5.2
27795,65,5.2
27800,64,5.1
27806,63,5.1
27811,62,5
27816,61,5
27822,60,4.9
27827,59,4.9
27833,58,4.9
27838,57,4.8
27844,56,4.8
27849,55,4.8
27855,54,4.8
27860,52,4.8
27866,51,4.8
27871,50,4.9
27877,49,4.9
27882,48,5
27888,48,5
27893,47,5.1
27898,46,5.2
27903,45,5.3
27909,45,5.4
27914,44,5.5
27919,43,5.6
27925,43,5.7
27930,43,5.8
27936,42,5.9
27941,42,6.1
27945,42,6.2
27950,42,6.3
27956,42,6.4
27961,42,6.6
27967,42,6.7
27973,42,6.8
27978,42,7
27983,43,7.1
27988,43,7.2
27993,43,7.3
27997,43,7.4
28002,44,7.6
28007,44,7.7
28013,45,7.8
28018,45,7.9
28024,46,8
28029,46,8
28035,47,8.1
28040,47,8.2
28046,48,8.3
28051,48,8.4
28057,49,8.4
28062,49,8.5
28068,50,8.6
28074,50,8.7
28079,51,8.7
28085,51,8.8
28090,52,8.8
28096,52,8.9
28101,52,9
28106,53,9
28112,53,9.1
28117,53,9.1
28122,54,9.2
28127,54,9.2
28133,54,9.3
28138,54,9.3
28143,54,9.3
28149,54,9.4
28155,55,9.4
28161,55,9.4
28167,54,9.5
28172,54,9.5
28178,54,9.5
28183,54,9.5
28189,54,9.5
28194,54,9.5
28200,53,9.5
28205,53,9.5
28211,53,9.5
28216,52,9.5
28221,52,9.5
28227,51,9.5
28232,51,9.4
28237,51,9.4
28242,50,9.4
28247,49,9.4
28252,49,9.3
28258,48,9.3
28263,48,9.3
28268,47,9.3
28274,47,9.2
28280,46,9.2
28286,45,9.2
28291,45,9.2
28296,44,9.1
28302,44,9.1
28307,43,9.1
28312,43,9.1
28318,43,9.1
28323,42,9.1
28329,42,9.1
28334,42,9.1
28340,41,9.1
28345,41,9.1
28350,41,9.1
28356,41,9.1
28361,41,9.1
28367,41,9.1
28372,41,9.1
28377,41,9.1
28383,41,9.2
28388,42,9.2
28394,42,9.2
28400,42,9.2
28405,43,9.2
28411,43,9.2
28416,43,9.2
28421,44,9.2
28426,44,9.3
28432,45,9.3
28437,45,9.3
28442,46,9.3
28447,47,9.3
28453,47,9.3
28458,48,9.3
28463,48,9.3
28468,49,9.3
28474,49,9.3
28480,50,9.3
28485,50,9.3
28490,51,9.3
28495,51,9.3
28500,52,9.2
28506,52,9.2
28511,52,9.2
28516,53,9.2
28522,53,9.2
28527,53,9.2
28533,54,9.1
28538,54,9.1
28544,54,9.1
28549,54,9.1
28554,54,9
28560,54,9
28565,54,9
28570,53,8.9
28576,53,8.9
28581,53,8.9
28586,53,8.8
28591,52,8.8
28596,52,8.8
28602,52,8.8
28607,51,8.8
28612,51,8.7
28618,51,8.7
28623,50,8.7
28628,50,8.7
28633,50,8.8
28638,50,8.8
28642,50,8.8
28648,50,8.8
28653,50,8.9
28658,50,8.9
28663,50,9
28668,50,9
28674,51,9.1
28679,51,9.2
28684,51,9.2
28689,52,9.3
28694,52,9.4
28700,53,9.5
28705,53,9.5
28711,54,9.6
28716,54,9.7
28720,55,9.8
28725,55,9.8
28730,56,9.9
28735,56,9.9
28740,57,10
28745,57,10
28750,58,10.1
28755,58,10.1
28760,58,10.1
28766,59,10.1
28771,59,10.1
28776,59,10.1
28780,60,10
28785,60,10
28790,60,9.9
28796,61,9.9
28801,61,9.8
28806,61,9.7
28811,62,9.6
28817,62,9.6
28822,62,9.5
28828,63,9.4
28833,63,9.3
28838,64,9.2
28843,64,9.2
28848,65,9.1
28853,66,9
28858,66,8.9
28862,67,8.9
28868,68,8.8
28873,69,8.8
28878,70,8.7
28883,71,8.7
28888,72,8.7
28893,73,8.6
28898,74,8.6
28903,75,8.6
28908,76,8.6
28913,77,8.6
28917,78,8.6
28922,79,8.7
28927,80,8.7
28933,82,8.7
28938,83,8.7
28944,84,8.8
28948,85,8.8
28952,86,8.8
28956,87,8.9
28959,88,8.9
28964,89,9
28968,90,9
28973,91,9
28977,92,9.1
28982,92,9.1
28988,93,9.1
28992,94,9.2
28997,94,9.2
29002,95,9.2
29007,96,9.2
29012,96,9.2
29017,97,9.2
29022,97,9.2
29027,98,9.2
29032,98,9.1
29037,99,9.1
29042,99,9.1
29048,99,9
29053,100,9
29058,100,8.9
29063,101,8.8
29068,101,8.8
29074,102,8.7
29079,102,8.6
29084,102,8.5
29089,103,8.5
29094,103,8.4
29099,104,8.3
29103,104,8.2
29108,104,8.1
29114,105,8
29119,105,7.9
29124,106,7.8
29130,106,7.7
29135,106,7.6
29140,106,7.5
29145,107,7.4
29150,107,7.2
29155,107,7.1
29160,107,7
29166,107,6.9
29171,107,6.8
29176,106,6.7
29181,106,6.5
29187,106,6.4
29193,106,6.3
29199,105,6.2
29204,104,6.1
29209,104,6
29215,103,5.9
29220,102,5.8
29226,101,5.7
29231,101,5.6
29237,100,5.5
29242,99,5.4
29248,98,5.4
29253,97,5.3
29258,95,5.2
29263,94,5.2
29269,93,5.2
29274,92,5.2
29280,91,5.1
29285,90,5.1
29291,89,5.1
29297,88,5.2
29303,87,5.2
29308,86,5.2
29314,85,5.2
29319,85,5.3
29325,84,5.3
29330,83,5.4
29336,82,5.5
29342,82,5.5
29348,81,5.6
29353,81,5.7
29359,80,5.8
29364,80,5.8
29370,80,5.9
29376,79,6
29382,79,6.1
29387,79,6.2
29392,79,6.3
29397,79,6.4
29403,79,6.6
29408,79,6.7
29414,79,6.8
29420,79,6.9
29426,79,7
29432,79,7.1
29437,80,7.2
29443,80,7.3
29449,80,7.4
29454,81,7.5
29460,82,7.6
29466,82,7.7
29472,83,7.8
29478,84,7.9
29484,85,8
29490,85,8.1
29495,86,8.2
29501,87,8.3
29508,88,8.4
29514,89,8.5
29520,90,8.6
29526,92,8.7
29532,93,8.8
29538,94,8.9
29543,95,9
29549,96,9.1
29555,97,9.2
29561,98,9.3
29567,99,9.3
29573,100,9.4
29580,101,9.4
29586,102,9.5
29593,103,9.5
29599,104,9.6
29605,105,9.6
29611,106,9.6
29618,107,9.6
29624,107,9.6
29630,108,9.6
29636,109,9.6
29642,110,9.6
29648,110,9.5
29654,111,9.5
29660,111,9.4
29666,112,9.4
29673,112,9.3
29679,113,9.3
29685,113,9.2
29692,113,9.1
29698,114,9.1
29704,114,9
29711,114,9
29717,114,8.9
29723,114,8.8
29729,114,8.8
29735,115,8.7
29741,115,8.7
29747,115,8.6
29753,115,8.6
29759,115,8.5
29765,115,8.5
29771,115,8.5
29777,115,8.4
29783,115,8.4
29788,115,8.3
29794,115,8.3
29800,115,8.2
29806,116,8.2
29813,116,8.1
29820,116,8.1
29826,116,8
29833,117,8
29838,117,7.9
29844,117,7.8
29850,118,7.8
29855,118,7.7
29861,119,7.7
29868,120,7.6
29874,120,7.5
29880,121,7.5
29886,122,7.4
29892,123,7.3
29898,124,7.3
29904,125,7.2
29911,126,7.2
29917,127,7.1
29924,128,7.1
29930,130,7.1
29935,131,7
29941,132,7
29947,134,7
29952,135,7
29958,136,6.9
29964,138,6.9
29970,139,6.9
29976,141,6.9
29982,142,6.9
29989,144,6.9
29995,145,6.9
30001,146,6.9
30007,148,6.9
30012,149,6.9
30018,150,6.9
30024,151,6.9
30030,152,6.9
30035,154,6.9
30041,155,6.9
30047,156,6.9
30053,157,6.8
30059,157,6.8
30065,158,6.8
30070,159,6.8
30076,160,6.8
30082,160,6.8
30087,161,6.7
30094,161,6.7
30100,161,6.7
30106,162,6.6
30112,162,6.6
30118,162,6.5
30124,162,6.5
30129,162,6.5
30136,161,6.4
30142,161,6.4
30148,161,6.3
30154,160,6.3
30159,160,6.2
30164,159,6.2
30169,159,6.1
30174,158,6
30180,157,6
30186,157,5.9
30192,156,5.9
30198,155,5.8
30203,154,5.8
30208,153,5.7
30213,152,5.6
30218,151,5.6
30223,150,5.5
30229,149,5.5
30234,148,5.4
30240,147,5.4
30246,146,5.3
30252,145,5.3
30258,144,5.3
30263,143,5.2
30268,142,5.2
30274,140,5.1
30279,139,5.1
30284,138,5.1
30289,137,5
30295,136,5
30300,135,5
30306,134,5
30316,132,4.9
30322,131,4.9
30327,130,4.9
30333,129,4.9
30338,128,4.9
30344,127,4.9
30350,126,4.8
30355,126,4.8
30361,125,4.8
30366,125,4.8
30372,124,4.8
30377,124,4.8
30382,123,4.8
30387,123,4.7
30392,123,4.7
30398,123,4.7
30403,123,4.6
30408,123,4.6
30414,123,4.6
30419,123,4.5
30424,123,4.5
30429,123,4.4
30434,122,4.4
30445,122,4.3
30450,122,4.2
30455,121,4.1
30460,121,4.1
30465,120,4
30470,120,3.9
30476,119,3.8
30481,118,3.8
30486,116,3.7
30491,115,3.6
30496,113,3.6
30506,109,3.5
30512,107,3.4
30516,104,3.4
30521,102,3.4
30526,99,3.4
30531,97,3.4
30541,92,3.4
30546,89,3.4
30551,87,3.4
30556,85,3.5
30562,83,3.5
30567,81,3.5
30572,79,3.6
30577,77,3.6
30582,76,3.6
30593,74,3.7
30598,73,3.7
30603,72,3.8
30608,72,3.8
30614,71,3.8
30619,71,3.8
30624,70,3.8
30630,70,3.8
30635,70,3.7
30645,70,3.7
30651,71,3.7
30656,71,3.7
30662,71,3.6
30666,72,3.6
30671,72,3.6
30678,72,3.6
30682,73,3.5
30688,73,3.5
30694,73,3.5
30700,73,3.5
30706,73,3.5
30715,73,3.4
30720,73,3.4
30725,73,3.4
30730,72,3.4
30735,72,3.4
30744,71,3.4
30748,70,3.4
30753,70,3.4
30758,69,3.4
30768,68,3.4
30772,67,3.4
30777,66,3.3
30782,65,3.3
30792,64,3.3
30797,63,3.3
30802,62,3.3
30807,62,3.3
30812,61,3.2
30822,59,3.2
30827,58,3.2
30832,57,3.2
30837,56,3.1
30842,56,3.1
30852,54,3.1
30858,53,3
30862,52,3
30867,52,3
30872,51,3
30883,49,2.9
30888,49,2.9
30894,48,2.9
30899,47,2.9
30904,47,2.9
30909,46,2.9
30914,46,2.9
30925,45,2.9
30930,45,2.9
30935,45,3
30940,45,3
30945,46,3.1
30954,46,3.2
30960,47,3.2
30965,48,3.3
30970,49,3.4
30976,49,3.5
30986,51,3.7
30992,52,3.8
30997,53,4
31002,54,4.1
31008,56,4.3
31013,57,4.4
31022,58,4.7
31027,59,4.9
31032,60,5.1
31038,61,5.2
31048,62,5.6
31053,63,5.7
31058,64,5.9
31063,64,6.1
31068,65,6.2
31078,66,6.6
31083,67,6.7
31088,67,6.9
31093,68,7
31104,69,7.3
31109,69,7.5
31114,70,7.6
31119,70,7.8
31128,71,8
31134,72,8.2
31139,73,8.3
31144,73,8.4
