h,theta,speed
4770,264,8.9
4775,263,8.8
4779,263,8.7
4784,262,8.7
4789,262,8.6
4794,261,8.6
4800,261,8.5
4806,261,8.5
4812,260,8.5
4817,260,8.5
4822,260,8.4
4826,260,8.5
4829,260,8.5
4833,260,8.5
4836,260,8.5
4839,260,8.5
4843,260,8.6
4847,260,8.6
4851,261,8.6
4856,261,8.7
4862,262,8.7
4868,262,8.7
4874,263,8.7
4880,263,8.8
4886,264,8.8
4890,264,8.8
4894,265,8.8
4898,265,8.8
4902,266,8.8
4905,266,8.8
4909,267,8.8
4914,267,8.8
4918,267,8.8
4923,268,8.8
4928,268,8.8
4934,268,8.8
4938,268,8.7
4943,268,8.7
4948,268,8.7
4952,268,8.7
4957,268,8.7
4962,268,8.7
4966,267,8.7
4972,267,8.7
4977,267,8.7
4981,267,8.7
4985,266,8.7
4989,266,8.8
4992,266,8.8
4996,265,8.8
5000,265,8.9
5004,264,8.9
5007,264,9
5010,264,9
5014,263,9.1
5018,263,9.1
5023,263,9.2
5028,263,9.2
5033,262,9.3
5037,262,9.4
5042,262,9.4
5046,262,9.5
5050,261,9.5
5055,261,9.6
5060,261,9.6
5066,261,9.7
5071,261,9.7
5075,261,9.7
5079,260,9.7
5082,260,9.8
5084,260,9.8
5087,260,9.7
5090,260,9.7
5093,260,9.7
5097,260,9.6
5101,260,9.6
5105,260,9.5
5110,260,9.4
5114,261,9.4
5118,261,9.3
5122,261,9.1
5126,261,9
5130,262,8.9
5134,262,8.8
5137,262,8.7
5140,263,8.5
5144,263,8.4
5148,263,8.3
5154,264,8.2
5160,264,8.1
5166,265,8
5172,265,7.9
5177,266,7.8
5182,266,7.7
5186,267,7.7
5190,267,7.7
5195,268,7.6
5200,268,7.6
5206,269,7.6
5212,269,7.6
5219,269,7.7
5225,270,7.7
5231,270,7.8
5236,270,7.8
5242,271,7.9
5248,271,8
5253,271,8.1
5258,272,8.2
5264,272,8.2
5268,272,8.3
5272,272,8.4
5276,273,8.5
5279,273,8.6
5282,273,8.7
5286,274,8.8
5292,274,8.9
5297,274,9
5302,275,9
5306,275,9.1
5310,275,9.2
5314,275,9.2
5317,276,9.3
5321,276,9.3
5325,276,9.4
5329,277,9.4
5333,277,9.4
5337,277,9.5
5341,278,9.5
5345,278,9.5
5350,278,9.6
5354,278,9.6
5359,278,9.6
5364,278,9.7
5368,278,9.7
5373,279,9.7
5377,279,9.7
5381,279,9.8
5385,279,9.8
5390,279,9.9
5394,278,9.9
5399,278,9.9
5404,278,10
5409,278,10
5413,278,10.1
5418,278,10.1
5422,278,10.2
5427,278,10.2
5433,278,10.3
5438,278,10.3
5444,278,10.4
5450,277,10.4
5455,277,10.5
5460,277,10.5
5466,277,10.5
5472,277,10.6
5477,277,10.6
5483,277,10.6
5488,277,10.7
5493,277,10.7
5498,277,10.7
5504,277,10.8
5508,277,10.8
5513,277,10.8
5518,277,10.8
5523,277,10.8
5528,277,10.8
5534,277,10.8
5539,276,10.8
5544,276,10.7
5549,276,10.7
5554,276,10.7
5559,276,10.6
5564,276,10.6
5569,275,10.5
5574,275,10.4
5580,275,10.4
5585,275,10.3
5591,275,10.2
5596,274,10.1
5602,274,9.9
5608,274,9.8
5614,274,9.7
5618,274,9.5
5623,274,9.4
5627,274,9.2
5631,274,9.1
5634,274,8.9
5638,274,8.7
5642,274,8.6
5647,275,8.4
5652,275,8.2
5657,275,8.1
5662,276,7.9
5666,276,7.8
5671,276,7.6
5676,277,7.5
5681,277,7.4
5686,278,7.2
5692,278,7.1
5697,279,7
5702,280,6.9
5708,280,6.9
5714,280,6.8
5719,281,6.7
5724,281,6.7
5728,282,6.6
5732,282,6.6
5735,282,6.5
5739,283,6.5
5742,283,6.5
5746,283,6.5
5749,284,6.4
5753,284,6.4
5757,284,6.4
5761,284,6.3
5764,285,6.3
5768,285,6.3
5772,285,6.3
5776,286,6.2
5780,286,6.2
5784,286,6.1
5788,287,6.1
5793,287,6.1
5798,287,6
5800,288,6
5804,288,6
5810,288,5.9
5816,288,5.8
5821,288,5.8
5826,289,5.7
5832,289,5.7
5838,289,5.6
5844,289,5.5
5852,289,5.5
5859,289,5.4
5868,289,5.4
5876,289,5.3
5884,289,5.2
5891,289,5.1
5897,289,5.1
5902,289,5
5906,289,4.9
5911,289,4.9
5916,289,4.8
5920,289,4.7
5925,289,4.7
5930,289,4.6
5934,289,4.5
5938,289,4.5
5942,289,4.4
5946,289,4.4
5951,289,4.3
5956,289,4.3
5961,288,4.3
5966,288,4.2
5970,288,4.2
5974,288,4.2
5977,288,4.1
5981,287,4.1
5984,287,4.1
5987,287,4.1
5991,286,4.1
5995,286,4.1
5998,286,4.1
6002,285,4.1
6006,285,4.1
6010,284,4.1
6014,283,4.1
6018,283,4.1
6021,282,4.1
6025,281,4.2
6029,280,4.2
6032,279,4.2
6036,278,4.2
6040,277,4.2
6044,276,4.1
6047,275,4.1
6051,274,4.1
6056,273,4.1
6060,272,4.1
6065,271,4.1
6069,270,4.1
6074,269,4
6078,268,4
6082,267,4
6087,266,4
6092,266,4
6097,265,3.9
6102,264,3.9
6107,264,3.9
6111,263,3.9
6116,263,3.9
6120,262,3.8
6125,262,3.8
6129,262,3.8
6134,261,3.8
6139,261,3.8
6144,261,3.8
6149,261,3.7
6154,260,3.7
6160,260,3.7
6165,260,3.7
6170,259,3.7
6175,259,3.7
6180,258,3.7
6185,258,3.7
6190,257,3.7
6196,256,3.7
6202,255,3.7
6208,254,3.8
6214,253,3.8
6219,252,3.8
6225,251,3.8
6229,250,3.8
6234,249,3.9
6238,248,3.9
6242,247,3.9
6246,246,4
6250,245,4
6255,244,4
6260,244,4
6265,243,4.1
6270,242,4.1
6274,242,4.1
6279,242,4.1
6284,241,4.1
6288,241,4.1
6293,241,4.1
6297,241,4
6302,241,4
6306,241,4
6311,241,3.9
6316,241,3.9
6321,241,3.9
6327,241,3.8
6333,241,3.8
6338,241,3.7
6343,241,3.7
6348,241,3.6
6352,241,3.6
6357,241,3.6
6361,241,3.5
6366,240,3.5
6371,240,3.5
6375,240,3.5
6379,239,3.5
6384,239,3.5
6388,238,3.5
6393,238,3.5
6398,237,3.6
6403,237,3.6
6408,236,3.7
6413,236,3.7
6418,235,3.8
6422,235,3.9
6426,235,4
6431,234,4.1
6436,234,4.1
6440,234,4.2
6446,234,4.3
6451,234,4.4
6456,233,4.5
6463,233,4.6
6469,233,4.7
6476,233,4.8
6482,233,4.9
6488,232,4.9
6493,232,5
6497,232,5.1
6500,232,5.1
6504,231,5.1
6507,231,5.2
6511,231,5.2
6516,230,5.2
6520,230,5.2
6524,230,5.2
6528,229,5.2
6532,229,5.2
6537,228,5.2
6542,228,5.2
6548,228,5.1
6555,227,5.1
6561,227,5.1
6568,227,5.1
6574,226,5
6578,226,5
6582,226,5
6585,226,5
6588,226,5
6591,226,5
6594,226,5
6598,226,5
6602,226,5
6606,227,5
6609,227,5.1
6613,227,5.1
6616,228,5.1
6620,228,5.2
6623,229,5.2
6626,229,5.3
6630,230,5.3
6634,230,5.4
6638,231,5.4
6642,232,5.5
6646,232,5.5
6650,233,5.6
6654,233,5.7
6658,234,5.7
6661,234,5.8
6665,235,5.8
6669,236,5.9
6672,236,5.9
6676,237,5.9
6680,237,6
6684,238,6
6689,238,6
6694,239,6
6700,240,6
6705,240,6.1
6710,241,6.1
6716,242,6.1
6721,243,6.1
6726,244,6.2
6731,244,6.2
6736,245,6.2
6740,246,6.3
6745,247,6.3
6750,248,6.4
6756,249,6.4
6761,249,6.5
6767,250,6.6
6773,251,6.6
6778,251,6.7
6782,252,6.8
6787,252,6.9
6791,253,7
6795,253,7.1
6800,253,7.1
6805,253,7.2
6810,253,7.3
6816,253,7.4
6822,253,7.4
6828,253,7.5
6834,253,7.5
6839,252,7.6
6843,252,7.6
6847,251,7.6
6851,251,7.7
6856,250,7.7
6861,250,7.7
6867,249,7.7
6872,248,7.6
6878,248,7.6
6883,247,7.6
6888,246,7.5
6894,245,7.5
6899,245,7.4
6904,244,7.4
6910,244,7.3
6914,243,7.3
6918,243,7.2
6922,242,7.1
6926,242,7.1
6931,241,7
6936,241,6.9
6940,241,6.9
6945,241,6.8
