h,u,v
2127,11.898789364287522,-11.834089958263283
2134,11.411941252025358,-11.532698015488132
2141,13.367805495166186,-11.155319292719044
2148,14.73159556533208,-12.004531046811202
2154,13.330128243802767,-12.79266780318031
2160,12.24537318615834,-12.046563448263319
2165,10.908559035534136,-10.67963425466994
2170,12.241771434752849,-10.232204953076009
2174,14.347504268218865,-11.78563083041209
2179,13.18236193859212,-10.294617122066779
2183,12.75165072731092,-10.895238135891384
2186,13.83216637432934,-10.744264361287822
2190,14.204875707036047,-11.784782323472527
2194,14.474356389683765,-12.062601122870216
2198,13.701285356137713,-10.71884125513858
2202,12.47205690230717,-11.002055202343142
2206,13.065167976906423,-10.463639977103664
2211,14.62143953108278,-9.770252121095018
2215,12.332371964697064,-10.55470046260047
2219,13.180663904825987,-10.724235871261502
2223,13.1501219483698,-9.53477159729354
2227,12.428322632474892,-10.787174366059302
2231,13.184849112167615,-9.053316154710313
2235,14.406424631214774,-12.071835747570317
2239,14.014569435041722,-12.513965121017858
2243,13.740540695243412,-8.619922621867019
2246,14.93696443453035,-10.03614462444686
2250,13.442833771896186,-9.299311308432433
2254,13.802158930012066,-11.271473001815313
2257,13.342648665002683,-10.188014797141577
2262,15.201809794949689,-12.061719302199856
2266,13.104190367088519,-9.142220089914066
2270,12.470592472149646,-10.504979069870892
2274,14.632682519573036,-10.859036802460725
2278,14.196336966605754,-11.68348856987176
2282,11.543379588644974,-10.929031041913001
2286,12.699315743341526,-11.464335682752072
2289,12.383301759523048,-9.312164206824868
2292,12.06038050662736,-12.038459721962804
2296,14.030090301883655,-11.570258583476908
2300,12.297389316741,-10.902288239233384
2306,12.427910966531272,-9.480152951836743
2311,13.230800722032717,-10.89858700891767
2317,11.947829931769224,-8.684707758751175
2321,11.266706036022619,-10.647415768767589
2325,11.355656805846795,-10.041844892567195
2329,12.021251955147855,-11.685745943259715
2332,10.395581728681549,-10.01623347595007
2335,11.81831820737231,-10.39342754672873
2338,11.56418283532963,-11.396415876183708
2342,12.346229821316799,-10.574310018664674
2346,10.739111752279893,-9.592656759084207
2349,10.077680688901834,-10.014760145889955
2352,12.497601702170543,-12.506545032100924
2356,11.043102078921756,-11.318390620704738
2361,10.286128920568506,-10.654660801196137
2366,11.205840008337402,-12.310458148892902
2372,10.304931212981135,-11.205116165086492
2378,12.034108466656372,-10.538496347247493
2383,11.774033981545212,-10.48600384936295
2388,11.261307099970924,-10.211237710557079
2394,12.398991520044767,-12.29087284385755
2399,12.638611570688061,-10.427038434110946
2405,11.453454263939788,-9.531058043873614
2410,10.845568471076797,-11.039272286874862
2415,11.422725436956725,-13.568734081941734
2420,10.709250268388045,-11.094901690626477
2424,11.738006643449744,-13.626565306149292
2428,11.05054488707738,-9.335508345227353
2434,11.782660677591245,-12.034935100121295
2439,11.02283967775872,-11.108715721186277
2444,11.706967292131454,-11.657965809313147
2449,11.21628888722841,-11.5039596833028
2454,12.860098595321277,-13.199057025472722
2458,11.468962349306102,-12.096446455833535
2462,13.44297603320052,-12.576227410233534
2466,13.420518666604965,-12.450923768462989
2470,10.554074372520102,-13.014435710574798
2476,11.357012954450287,-11.219205376240032
2481,12.34282986602824,-11.201190565318655
2487,11.894404356476464,-12.311493749128905
2493,12.38146940343126,-12.654011298789833
2500,11.006209067967553,-13.054413306547675
2505,11.687592193302473,-12.672442443146718
2510,10.298460138478617,-12.320545316967646
2514,11.277119762953797,-12.509308319408712
2517,10.57366194446645,-10.056135848812687
2521,11.265512397165457,-13.509235447061092
2524,11.79018085554126,-12.089358818358033
2529,13.392007401796818,-11.754256913126348
2535,10.000005882821144,-10.649979102812484
2540,11.456693364698133,-11.131096924222378
2546,11.695259859836824,-13.923307379132515
2552,12.134224952565377,-13.032801354740494
2556,11.604073188552201,-11.753591219349975
2559,11.672994744086179,-10.772757290546446
2562,10.709149617511272,-10.414603417512689
2566,12.851853693561718,-12.462046365869378
2571,10.17037845772577,-10.216615380963148
2575,13.395189458057141,-11.44484433117016
2580,13.357902950560197,-11.703046167856185
2585,11.467353647591736,-10.41178015017321
2589,11.072721478032884,-11.96074228988143
2593,9.835230391714962,-10.42326232515536
2597,10.017353951440574,-10.552019179286829
2602,12.069187190185842,-10.925435686873463
2606,12.57527674066713,-12.510193455637761
2611,10.786103908798724,-12.209545198608415
2615,9.227763024183007,-10.734189422037726
2619,10.113438947879695,-10.134490091847079
2623,11.396817770230182,-12.86893649052792
2627,11.167174178551106,-12.714669797963753
2631,10.71537676440484,-12.564410388111822
2636,11.437435638323898,-11.85587542200877
2640,11.170699151568414,-10.461039820223851
2645,12.45996679947937,-11.171387018138466
2649,11.009265457252438,-10.863363892466577
2653,12.649072818439238,-11.121635743459771
2658,9.839008446929755,-11.11462015854145
2662,10.133440285452176,-10.990309641949594
2667,11.473672007641607,-12.099467493592712
2671,11.639235136508935,-13.672608783039326
2675,10.538119266580791,-10.87030313401719
2680,11.344410878100048,-10.171984263529367
2684,10.286789129720374,-11.68823830249886
2689,11.07091582434876,-13.096177340601939
2694,11.326073773095244,-12.273539815055603
2700,10.890197498693862,-10.124677527020118
2706,11.461221509356116,-12.451683331242847
2712,13.39253921985153,-13.164481541940194
2716,10.978438837838363,-11.655953500960145
2721,10.609199537448143,-11.970998932981894
2724,10.501937543934174,-11.1188140252344
2728,11.477365694833791,-10.742194760128639
2730,12.298360449413787,-12.459969608463025
2733,12.685392122251029,-12.190211958045888
2736,12.786825285374636,-10.92107340847414
2740,14.138636143950386,-12.156134984537324
2743,11.501723146743846,-10.900634720231249
2747,12.249517608825137,-11.926434875885455
2750,12.403113719102466,-10.862956882891847
2754,12.5869423472559,-11.523012878984646
2757,10.577030117243625,-11.737483015026834
2761,11.527356197982265,-9.159526291395899
2766,10.408787722525016,-10.117143433838699
2771,13.152034800859365,-11.188980990978674
2776,13.236641241186412,-10.453858406594504
2780,11.675066726054784,-11.121763863617431
2785,12.27794608946152,-12.401075611130075
2788,13.496565286124028,-10.82734357912605
2792,12.01922442302762,-10.660488120350264
2795,12.708266416782473,-11.78682901032141
2799,12.77158555017796,-12.889523827673475
2803,11.412743995644174,-9.09447293768573
2808,11.776389032989389,-11.141567231940249
2812,11.389038774341289,-10.2229628698132
2816,14.423166035863542,-10.985288226833124
2821,10.84334539375852,-10.591456450071776
2825,12.66757782878346,-12.378615788335022
2830,13.009923651536376,-12.130127352201166
2835,12.854299693402396,-11.614399728819999
2840,14.265952617406722,-11.518549940244972
2845,13.775953303274479,-11.249285920931255
2848,11.783999743154409,-11.037195619272993
2852,13.626893683825505,-11.881768900151627
2856,10.849260510026015,-10.56738017029979
2860,12.152031584832242,-13.414712319243895
2865,11.669968758833168,-10.379223791072217
2869,11.66217881667837,-11.445887566161257
2873,12.016356352031712,-11.215397485490154
2876,12.736844067663782,-10.553238999188268
2880,10.190047133023638,-10.794878544566517
2883,12.239304758914106,-10.769049951436603
2886,11.135177425875732,-10.788899923351968
2890,12.120819346855262,-10.108974899319776
2893,13.96890713942259,-11.619582476668409
2897,10.644273876939597,-9.844060976402226
2902,12.205380630014679,-13.435393721927369
2907,10.347521383591275,-10.774956215999957
2912,12.125998090964313,-12.894378089763654
2917,10.833474092932034,-10.31968175874613
2922,11.409550384222834,-10.38584326469892
2925,10.877214024604744,-12.337057367595365
2929,10.004785269155848,-10.723441601178438
2932,11.822583052842917,-12.28855009301527
2936,11.616503678994732,-11.35607426948089
2941,11.618185785646986,-9.493954449680995
2946,9.749170168523156,-9.930076377775707
2951,10.708047766063952,-9.393164743595435
2956,10.712141901680944,-9.502426060945467
2960,10.107551050880007,-10.528180920336947
2964,9.376436973897825,-9.905117016560308
2968,11.973642915509842,-10.598715803360578
2968,10.131149894066144,-11.48590843947005
2971,12.08824388900674,-9.818981286612233
2975,10.237285710217487,-9.75673860268683
2978,10.21196570468707,-11.728725828557408
2981,10.499981411377478,-10.368636264652457
2984,10.43170364244192,-10.190375808664982
2986,11.985509993053192,-10.415684754474634
2989,10.21155759140377,-11.764656294335891
2993,12.40601642506568,-10.996477860400223
2996,10.254066398324278,-11.562078682000717
3000,10.05793152563735,-11.944566108638442
3005,13.54913964088714,-12.421466606138456
3010,12.93599637632546,-13.398253437004273
3016,13.264137180525708,-12.403148627770596
3021,13.570996943339873,-13.342606468062973
3026,11.337148223720924,-12.633655324095395
3030,12.271982549683544,-11.077495660316664
3033,11.942942784980271,-11.513330779520787
3035,11.415734685271998,-11.316927367922538
3038,11.656151585715984,-12.128289118858795
3041,12.38198562503833,-12.477903575840884
3044,12.188668828805936,-12.303039376464495
3047,12.718845106822721,-13.333699603465169
3050,12.362902480956894,-13.102041263096062
3054,11.407324429971384,-14.641881434164821
3057,11.754318412812193,-15.538449142292476
3060,10.045523155351876,-12.463558271735454
3065,12.625267467710405,-14.418146650274135
3069,11.295338210935649,-13.187799720188519
3074,11.977633003136615,-12.735123760010868
3079,11.469131035432452,-13.570642474375507
3084,13.174888569387214,-14.252867888328478
3088,11.23570000123723,-12.029869652636547
3091,11.361670995646781,-15.584916502747841
3095,11.460054371480055,-14.424752857321746
3098,9.509658854439374,-13.426749874855433
3101,12.451723170758807,-14.992682270955706
3104,11.065442312738062,-14.95140709231737
3106,9.452116597450665,-13.421697904311088
3109,9.214264726313239,-13.86864680381936
3112,12.516234989369922,-15.510016683827585
3116,10.505592184472624,-12.448876620414898
3121,10.565191393489808,-12.723282505024867
3126,11.920776018155292,-14.793176787371479
3130,10.894093482824648,-15.203219725636757
3135,11.538441177621795,-12.423841269596215
3138,11.18074949027674,-13.641804064490433
3142,10.389213374514704,-14.495366966533322
3145,10.468370270052166,-12.580047937812509
3148,12.115446737646888,-14.513024529445891
3152,11.880904026759453,-13.522891134393301
3157,11.026953173138908,-13.589330153658103
3161,10.265534926721593,-13.60410819525217
3166,10.13495538168073,-12.597449463127798
3170,11.183394023352655,-11.220681766984208
3174,9.173275738437445,-12.132342341114411
3179,13.595395739803093,-13.07901275350752
3184,11.252581848698302,-13.161083142669096
3188,13.433359659212268,-13.032703314923634
3192,10.96818188347841,-13.021471933812002
3195,10.60759294601913,-11.297025130136975
3198,10.54265729231133,-12.075828123948273
3202,10.394217690056642,-12.37872335384942
3205,10.182889662926454,-11.22747326350882
3208,11.42460878254896,-12.231731570461452
3212,11.67387586605503,-9.815835172889436
3216,12.260129537363218,-11.469219104400059
3221,10.418193905466769,-10.738303766572944
3227,12.693169818542485,-13.105382353676495
3233,12.317426694964444,-11.067770708311294
3239,12.824120543342554,-13.38071642438601
3244,11.855012516653401,-11.21112317101169
3248,12.912081423517634,-12.506006150572507
3252,10.836682892103967,-10.307281091118986
3256,12.67058088869271,-11.051010376745463
3260,11.750259513669649,-11.498977388013207
3263,10.687528769634074,-10.72519148375483
3266,12.933931341659061,-12.833989267742343
3269,12.439018193470709,-10.576791030570968
3272,13.2261281076208,-11.712249811776122
3276,14.0384384176474,-11.554259012643104
3280,12.007676993917302,-9.988477257879394
3284,13.373925501429254,-9.692552129700925
3289,12.64786157838757,-8.9518641076397
3294,13.367654312033544,-13.075157947832574
3299,14.392108567933793,-12.309983164819917
3304,13.068805944226188,-10.092123492233306
3308,12.248352559617993,-10.472319414672198
3311,12.060541996996768,-11.304452636367962
3314,12.089279976304601,-9.831127416265913
3317,13.28445604121839,-10.822477101615057
3320,14.193441088125402,-11.696706639802402
3324,13.194267588377956,-9.752282623178901
3328,12.00428995851675,-10.01545755213296
3332,12.801352126332054,-12.948213438383805
3337,13.473241408044007,-10.25363351125952
3342,11.490237648191092,-11.026327590087522
3348,12.405900250836904,-11.174493931980248
3352,12.423232126669573,-11.214069944136817
3357,10.814135572819717,-11.992178077070768
3362,13.169030432488727,-11.832520665139509
3366,12.05068482385734,-10.713309182473525
3369,11.609840652681594,-11.863971321282596
3373,10.914133335392867,-12.503520675983728
3377,10.928496201966551,-12.452811050027917
3380,9.745451782962524,-10.286705284840004
3384,10.905099392673023,-10.00628775803281
3388,12.914883277054,-12.580654152691157
3392,10.428189418685234,-10.12256966324546
3396,11.755284182726024,-13.030431536522256
3400,11.293287072123816,-11.064600236438135
3405,9.608940561993766,-11.785340797080783
3410,9.86913691822738,-11.158494913236028
3415,11.700523277571667,-12.0525448512449
3420,11.779589751812484,-12.619731773747645
3425,10.27959479373713,-12.564671790227731
3430,10.631210642354905,-11.681872367168031
3435,10.635785273700673,-10.998476481491059
3440,12.282007899911854,-12.854170338386297
3443,9.802396883702686,-13.287003698886048
3447,9.939616207699236,-14.10457022856435
3450,10.858641193977506,-14.199160675698906
3454,10.331350789582885,-12.197564669162187
3457,8.797889881526752,-12.992366935412774
3461,9.64274803633452,-12.019271986367476
3465,8.756077924246616,-12.989118334889723
